19,attack,"An Agence France Press dispatch on August 8 reported that an Afghan air force plane was shot down by a Pakistani F-16 while attacking Afghan refugee camps 30 kilometers inside Pakistan territory , near Miram Shah ",23,0,"[[['people', 'none2&Afghanistan'], ['The environment', 'Weather', 'Music', 'Health and Fitness', 'Doubt, guessing and certainty', 'Feelings', 'TV, radio and news'], ['Physics and chemistry', 'War and conflict', 'War and conflict', 'Law and justice', 'Weather', 'Permission and obligation']], [['people', 'none2&Afghanistan'], ['War and conflict', 'Social issues'], ['Social issues', 'War and conflict']], ['inside'], ['while']]",
20,attack,#NAME?,15,0,"[[['Transport by water']], [['Transport by water', 'Transport by water']], ['preparing to'], ['near']]",
21,attack,"Prince Norodom Sihanouk , the former Cambodian leader , said this week he was withdrawing from the resistance because the Khmer Rouge continues to attack his forces along the Thai - Cambodia border ",24,0,"[[['Language'], ['Weather', 'Body', 'Personal qualities']], [['Physics and chemistry', 'War and conflict', 'War and conflict', 'Law and justice', 'Weather', 'Permission and obligation']], ['continues to'], ['along']]",
22,attack,"They point out that three members of Abu Nidal 's organization are in jail in Greece on separate charges of attacking a synagogue in Rome , weapons smuggling , plotting to assassinate the Jordanian charge d'affairs in Greece , and possessing weapons in prison ",20,0,"[[['people', 'Animals']], [['Religion and festivals', 'Buildings'], ['Working life', 'Education', 'Time', 'Time']], ['separately'], ['on']]",
23,attack,The Sandinistas have now offered reasons for attacking and arresting anti - government demonstrators Sunday -LRB- '' Somocista Bands Invade Nandaime '' -RRB- ; for closing Radio Catolica -LRB- '' lack of respect for constitutional order '' -RRB- ; for arresting a Conservative Party leader -LRB- '' the principal instigator '' -RRB- ,7,0,"[[], [['Social issues']], ['now'], ['for']]",
24,attack,"In Greece , an official said the terrorists who attacked the liner in the Aegean Sea may have been pro - Iranian Arabs trying to hijack it ",9,0,"[[['War and conflict', 'Crime and punishment']], [['Transport by water', 'Appearance']], ['in the Aegean Sea'], ['in']]",
25,attack,The incident occurred after an Aegis cruiser mistook the large passenger jet for an attacking F-14 fighter ,14,0,"[[['The environment', 'Crime and punishment', 'Success', 'Politics'], ['War and conflict', 'Transport by water', 'Transport by car or lorry', 'Law and justice']], [['Transport by bus and train', 'Transport by water', 'Transport by car or lorry', 'Transport by air'], ['Transport by air']], ['for'], ['after']]",
26,attack,Phalanx can be overwhelmed when a ship is attacked by several missiles at once -LRB- the Stark was struck by two Exocets -RRB- ,8,0,"[[['Transport by water', 'Transport by water']], [['War and conflict']], ['several'], ['by']]",
27,attack,"The administration tried again in mid-1987 , suspending military and economic aid to Panama after rioters , led by some government officials , attacked the American Embassy in Panama City ",23,0,"[[['Social issues', 'Crime and punishment']], [['Politics', 'Buildings']], ['led by some government officials'], ['in Panama City']]",
28,attack,U.S. officials said evidence suggests that a Japanese terrorist arrested last month in New Jersey with homemade bombs was on his way to attack a target in New York City ,23,0,"[[['War and conflict', 'Crime and punishment']], [['Success', 'Working life', 'War and conflict']], ['on his way'], ['in']]",
29,attack,The ship had n't attacked U.S .- flag vessels or been involved in mine - laying ,4,0,"[[['Transport by water', 'Transport by water']], [['Transport by water']], [""n't""], ['in']]",
30,attack,"Here in Masaya , supporters of a group known as the Mothers of Political Prisoners were brutally attacked by turbas in a well - documented incident in March ",17,0,"[[], [['Politics'], ['People in society', 'Business', 'Music'], ['Family and relationships', 'Life stages']], ['brutally'], ['by']]",
31,attack,Sparrows used to have a rep for selectively attacking yellow crocuses such as '' E.A ,8,0,"[[['Birds']], [['Plants and trees']], ['selectively'], ['for']]",
32,attack,"American officials have concluded that the Kuwaiti hijacking is the work of a Lebanese Shiite terrorist named Imad Mugniyah who has been trying for more than four years to free his wife 's brother from prison in Kuwait , where he was convicted in 1984 of building a bomb used to attack the U.S. Embassy ",51,0,"[[['Religion and festivals'], ['War and conflict', 'Crime and punishment']], [['Discussion and agreement', 'Politics', 'Politics'], ['Politics', 'Buildings']], ['used'], ['to']]",
33,attack,"Iran said its jets bombarded an Iraqi military base and oil refinery in Baghdad , and Iraq said its forces attacked 10 Iranian towns ",20,0,"[[['Geography', 'Music', 'Geography']], [['Geography']], ['none'], ['none']]",
34,attack,Tamil militants attacked and set fire to two Moslem fishing villages in eastern Sri Lanka ,2,0,"[[['people', 'Physics and chemistry', 'War and conflict']], [['Religion and festivals'], ['Hobbies'], ['Geography']], ['none'], ['none']]",
35,attack,"Iranian gunboats attacked an Indian tanker in the Persian Gulf , setting the vessel ablaze and wounding at least one crew member , gulf - based shipping executives reported ",2,0,"[[['Transport by water']], [['Transport by car or lorry', 'Transport by water', 'The environment']], ['none'], ['in']]",
36,attack,"In northern Nicaragua , Honduran jets attacked a Sandinista military headquarters ",6,0,"[[['people'], ['Transport by air']], [['Business']], ['none'], ['none']]",
37,attack,"Rioting Iranians attacked the Soviet Union 's Embassy in Tehran , accusing Moscow of supplying Iraq with missiles used in recent raids on Iran ",2,0,"[[['people', 'none2&Iran']], [['Geography', 'Buildings', 'Politics'], ['Business', 'Working life', 'Life stages'], ['Politics', 'Buildings']], ['none'], ['in']]",
38,attack,The PLO said it would attack Israeli targets to avenge Sunday 's killing of three guerrillas and Monday 's bombing of a ship intended to carry Palestinian deportees to Israel ,5,0,"[[], [['Success', 'Working life', 'War and conflict']], ['none'], ['to']]",
39,attack,"In the Persian Gulf , Iran twice attacked a Norwegian tanker ",7,0,"[[['Geography', 'Music', 'Geography']], [['Transport by car or lorry', 'Transport by water', 'The environment']], ['twice'], ['In']]",
40,attack,"This expert also believes that Pyongyang might use helicopters it has bought from the West , which are identical to those used by the Seoul army , to attack student demonstrators ",28,0,"[[], [['Education', 'Education'], ['Social issues']], ['also'], ['to']]",
41,attack,His antics once provoked an elderly ruling - party legislator to attack him with a cane ,11,0,"[[['Politics']], ['people'], ['-'], ['with']]",
42,attack,The view contradicts administration claims that Moscow knew it was attacking a non - military target ,10,0,"[[], [['Success', 'Working life', 'War and conflict']], ['none'], ['none']]",
43,attack,"It is to this purpose that SDI laser technology can be uniquely directed , where moving targets can be attacked almost immediately after they are detected ",19,0,"[[], [['Success', 'Working life', 'War and conflict']], ['almost immediately'], ['after']]",
44,attack,"Here in Masaya , supporters of a group known as the Mothers of Political Prisoners were brutally attacked by turbas in a well - documented incident in March ",17,0,"[[], [['Politics'], ['People in society', 'Business', 'Music'], ['Family and relationships', 'Life stages']], ['brutally'], ['by']]",
45,attack,Pakistani cheating could prompt Moscow to declare the accords void or to attack Afghan - resistance camps in Pakistan ,12,0,"[[], [['people', 'none2&Afghanistan'], ['Preferences and decisions', 'Health and Fitness', 'Physics and chemistry', 'Physics and chemistry', 'War and conflict'], ['Social issues', 'War and conflict']], ['none'], ['in']]",
46,attack,"None of the Democratic leadership in the House or Senate was notified about the move , unlike when the U.S. ordered troops into Grenada in 1983 or last October when U.S. forces in the Persian Gulf attacked an oil platform that had been converted to a military facility ",36,0,"[[['Discussion and agreement', 'Politics', 'Politics'], ['Physics and chemistry', 'War and conflict', 'War and conflict', 'Law and justice', 'Weather', 'Permission and obligation'], ['Language']], [['The environment', 'Transport by car or lorry', 'Food', 'Appearance', 'Art', 'Discussion and agreement'], ['Transport by bus and train', 'Computers', 'Politics', 'Opinion and argument', 'Clothes and Fashion'], ['Buildings', 'Buildings', 'Business', 'Cooking and eating']], ['last October'], ['in']]",
47,attack,"Tamil rebels attacked a village in eastern Sri Lanka , killing at least 16 people in the assault on homes of the majority Sinhalese ",2,0,"[[['people', 'none2&Tamil'], ['War and conflict', 'Personal qualities']], [['Geography'], ['Literature and writing', 'Jobs', 'Family and relationships', 'Opinion and argument'], ['Geography', 'Houses and homes', 'Suggestions and advice', 'Suggestions and advice']], ['none'], ['in']]",
48,attack,"As the recent Ikle - Wohlstetter report , '' Discriminate Deterrence '' -LRB- the source of the nearby maps -RRB- , to President Reagan makes clear , it 's far more likely that the Soviets would attack first on the more vulnerable fringes of the alliance , perhaps in the Persian Gulf or Norway ",36,0,"[[['Geography', 'Buildings', 'Politics']], [['Success', 'Difficulty and failure', 'people']], ['more'], ['on']]",
49,attack,"Because a commitment to hold open the 74.4 miles of supply road to Khost from Gardez would require even more Soviet casualties and force , the optimists surmise that the Soviets are attacking Khost to get out of Afghanistan ",32,0,"[[['Geography', 'Buildings', 'Politics']], [], ['none'], ['to']]",
50,attack,"The point of this review is not necessarily to let off the Eritreans , who have recently come under deservedly strong criticism for attacking two food convoys , but to demonstrate how famine in northern Ethiopia is part of something much broader and more complex than drought ",23,0,"[[['people', 'none2&Eritrea']], [['Cooking and eating'], ['Transport by water', 'Transport by water']], ['deservedly strong'], ['for']]",
51,attack,"The only thing certain is that a Korean merchant wholly dependent on the good will of his customers would be crazy to attack a black grandmother in a virtually all - black neighborhood -- and Mr. Chung , who cleaned fish for three years to scrape together the money to buy his market , seems anything but crazy ",22,0,"[[['Jobs']], [['Family and relationships']], ['crazy'], ['in']]",
52,attack,"These Protestants retaliate by physically attacking Catholics , Mr. Donnelly says ",5,0,"[[['Religion and festivals']], [['Religion and festivals']], ['physically'], ['by']]",
53,attack,These do n't protect anything and are n't designed to kill attacking guerrillas ,11,0,"[[], [['War and conflict']], [""n't""], ['to']]",
54,attack,"I arrived in Vietnam in early 1968 , as green as the beret I wore , and was assigned to the Special Forces '' A '' team that had the dubious distinction , two weeks later , of being one of the first attacked during the Tet offensive ",43,0,"[[['Physics and chemistry', 'War and conflict', 'War and conflict', 'Law and justice', 'Weather', 'Permission and obligation'], ['Language', 'people'], ['Games and toys', 'Sports: ball and racket sports', 'Farming']], [], ['one of the first'], ['during']]",
55,attack,"Next , a member of his audience , attired in a garment resembling the flag , attacked him ",16,0,"[[['people', 'Animals'], ['Music', 'Film and theatre']], ['people'], ['- none'], ['in']]",
56,attack,"This suggests a panicky response from the Vincennes , particularly since a Pentagon air - combat specialist quoted by Mr. Kaplan in the Boston Globe said that an attacking F-14 probably would be traveling '' at at least 550 to 580 knots , '' 100 knots faster than Adm. Crow says the Airbus was flying , and '' well under 1 , 000 feet . . . ",28,0,"[[], [['Language', 'Crime and punishment', 'Law and justice']], ['probably'], ['from']]",
57,attack,"But Iran 's positions , overrun in last Saturday 's attack on Majnoon , were just a few thin lines of hillocks ; the fortifications of an army that expects to attack rather than defend ",31,0,"[[['History']], [['Geography', 'Music', 'Geography'], ['Opinion and argument', 'Working life']], [""last Saturday's""], ['on']]",
58,attack,"On Friday , Commander Abdul Haq 's troops attacked Kabul Airport with new Sacher incendiary rockets ",8,0,"[[['War and conflict', 'War and conflict', 'Law and justice']], [['Transport by air']], ['new'], ['with']]",
59,attack,"The best of show in painting , Oleg Stavrowsky 's 40-inch by 72-inch oil of a stagecoach being attacked by bandits , went for $ 14 , 000 ",18,0,"[[['Crime and punishment']], [['Transport by bus and train', 'History', 'Animals', 'Sports: other sports']], ['being'], ['by']]",
60,attack,"Preassembling attacking teams on a number of single bases , so that the loss of no one base could mess things up too badly , would help , although it would be a logistical nightmare ",1,0,"[[['Games and toys', 'Sports: ball and racket sports', 'Farming']], [], ['too badly'], ['on']]",
61,besiege,"In 1347 , Mongols besieging the Black Sea port of Caffa began to sicken and die from the plague ",4,0,"[[['people', 'none2&Mongolia']], [['Colours and Shapes', 'People in society'], ['Transport by water', 'Holidays', 'Geography', 'Geography', 'Geography', 'Transport by water', 'Preferences and decisions', 'Geography', 'Transport by water'], ['Transport by water', 'Geography', 'Geography', 'Drinks', 'Transport by water', 'Sports: water sports', 'Computers']], ['none'], ['none']]",
62,besiege,"When radicals besieged his hotel while he was visiting Seoul last week , he promised them he would make yet another effort to play up to North Korea -- by renewing the offer to let the North host several Olympic events ",2,0,"[[['Politics']], [['Buildings', 'Holidays']], ['while'], ['during']]",
63,besiege,Thousands of Chinese soccer fans battled police and besieged a rival team 's hotel during a riot Monday night ,8,0,"[[['Music', 'TV, radio and news', 'Food'], ['Sports: ball and racket sports'], ['Sports: ball and racket sports', 'Houses and homes']], [['Games and toys', 'Sports: ball and racket sports', 'Farming'], ['Buildings', 'Holidays']], ['during'], ['during']]",
64,cool,"Company officials could n't be reached for elaboration , but Gary P. Smaby , who follows the industry for Needham & Co . , said he understood that cooling problems had developed that could delay delivery of the machine ",28,1,"[[['Difficulty and failure', 'Social issues', 'Maths and measurement', 'Opinion and argument']], [], ['none'], ['of']]",
65,cool,"Justin makes building products , cooling towers and boots ",5,1,"[[['Family and relationships', 'Opinion and argument', 'Life stages', 'Law and justice']], [['Buildings', 'Religion and festivals', 'TV, radio and news']], ['none'], ['none']]",
66,cool,"The Nuclear Regulatory Commission fined Detroit Edison Co . $ 25 , 000 for the faulty design of a core cooling system at the Detroit - based utility 's Fermi 2 nuclear reactor ",20,1,"[[['Opinion and argument'], ['Art', 'Buildings'], ['Film and theatre', 'Danger', 'none2&something']], [['Weather', 'Opinion and argument', 'Feelings', 'Personal qualities']], ['No adverb is present in this sentence.'], ['of']]",
67,cool,"Zero makes cases , cabinets and cooling equipment for the electronics industry and industrial and consumer use ",6,0,"[[['none2&0']], [['Scientific research', 'Houses and homes']], ['none'], ['for']]",
68,cool,"You have to build up the equipment to a certain power level , test it , cool it down , then possibly repair it , and it may take months to bring it up again . '",16,0,"[[['Animals', 'Success', 'Difficulty and failure']], [['Scientific research', 'Houses and homes']], ['down'], ['to']]",
69,cool,"For an auto , Mr. Loehrke envisions the warm end of the pipe heated by the radiator and the condenser end cooled by the outside air ",21,0,"[[['Engineering'], ['Literature and writing', 'Sports: ball and racket sports', 'Sports: ball and racket sports', 'Feelings', 'Success', 'Time']], [], ['none'], ['by']]",
70,cool,"Then again , other gases might cause a lot of clouds to form , blocking sunlight and cooling things off ",17,0,"[[['Physics and chemistry', 'The environment', 'The environment', 'Transport by car or lorry', 'Success']], [['Success', 'Difficulty and failure', 'Preferences and decisions', 'Feelings', 'Success', 'Danger', 'Danger', 'Suggestions and advice']], ['off'], ['of']]",
71,cool,They can generate such heat they need cooling fans ; trunk - mounting avoids turning the passenger compartment into a blast furnace ,7,0,"[[['people', 'Animals']], [['none2&cooler', 'none2&cooler'], ['Sports: ball and racket sports', 'Houses and homes']], ['such'], ['none']]",
72,cool,Heavy water is used to control and cool the reaction of small research reactors ,7,0,"[[['Drinks', 'Transport by water', 'Difficulty and failure', 'Success', 'Difficulty and failure', 'Opinion and argument', 'Discussion and agreement', 'Life stages']], [['Change, cause and effect', 'Health problems', 'Physics and chemistry'], ['Education', 'Scientific research'], ['The environment', 'Physics and chemistry']], ['none'], ['to']]",
73,cool,"Japanese companies already are at the forefront of development of an older generation of superconductors , those that have to be cooled almost to absolute zero ",21,0,"[[], [['Physics and chemistry', 'none2&superconductivity']], ['almost'], ['to']]",
74,cool,Beer flowed from big pitchers as a cooling obbligato to the hot sounds ,7,0,"[[], [['Film and theatre', 'Danger', 'Music', 'Scientific research']], ['cooling'], ['to']]",
75,cool,"Engineers in uniforms and hardhats are everywhere , many maintaining the technological heart of the levitating train : its roadbed of specially cooled superconducting magnets ",22,0,"[[['Physics and chemistry']], [], ['specially'], ['of']]",
76,cool,"The revolutionary gallium arsenide circuits used in a forthcoming model , the Cray-3 , experienced cooling problems that resulted in millions of dollars of added costs ",15,0,"[[['Engineering', 'Health and Fitness', 'Sports: other sports']], [['Difficulty and failure', 'Social issues', 'Maths and measurement', 'Opinion and argument']], ['no'], ['in']]",
77,cool,"Normal cooling costs are defined as the expected costs to cool a residence in average August weather , which is based on temperature records for the past 30 years ",10,0,"[[['none2&cooler', 'none2&cooler'], ['Money', 'Money', 'Money']], [['Houses and homes', 'Buildings']], ['in average August weather'], ['in']]",
78,cool,The mold is then cooled and dried and the lid peeled off ,4,0,"[[['Transport by bus and train', 'Transport by water', 'Cooking and eating', 'Physics and chemistry']], [['Weather', 'Opinion and argument', 'Feelings', 'Personal qualities'], ['Language']], ['then'], ['not applicable (cool does not take a preposition in this sentence)']]",
79,cool,"Home here is a 12-by-15-foot room , cooled by two portable fans and crowded with three beds and boxes of clothes ",7,0,"[[['Sports: ball and racket sports', 'Houses and homes']], [['Houses and homes', 'Holidays']], ['not applicable'], ['by']]",
80,cool,"A front is then expected to move in but it will cool temperatures only slightly , to 40 to 50 degrees ",11,0,"[[['Animals', 'Success', 'Difficulty and failure']], [['Weather', 'Health problems']], ['only'], ['to']]",
81,dance,"The picture spans the quarter - century between the mid-'50s and the early ' 80s , which gives Ms. Lange the chance to frequently change her hair style , to wear a variety of clothes and to dance the Twist ",37,0,"[['people'], [['Physics and chemistry', 'Health problems', 'Discussion and agreement']], ['frequently'], ['to']]",
82,dance,"They were greeted by dancing pigs , flying pigs and several hundred thousand people pigging out ",4,0,"[[['Animals']], [], ['none'], ['none']]",
83,dance,"Joffrey Ballet : The bicoastal company dances its first Manhattan season since the death of founder Robert Joffrey , whose own '' Remembrances '' pas de deux will be revived ",6,0,"[[['Opinion and argument']], [['Drinks'], ['Time', 'Time', 'Time', 'Film and theatre', 'Clothes and Fashion', 'TV, radio and news']], ['no specific adverb is associated with the verb ""dance"" in this sentence'], ['since']]",
84,dance,"Bill Byron , a regional sales manager for Columbus Wallcovering Co . , danced wildly down the runway in a purple '' country kitchen '' material ",13,0,"[[['Shopping', 'Shopping', 'Cooking and eating', 'Law and justice', 'Politics', 'Film and theatre', 'Business', 'Birds'], ['none2&George', 'none2&Gordon']], [], ['wildly'], ['down']]",
85,dance,"Twenty - eight thousand buildings were leveled in the quake , but a few years later , 20 , 500 new ones had been built , and people of the reborn city were dancing in the streets ",33,0,"[['people', ['Money']], ['-'], ['in the streets'], ['in']]",
86,dance,"And for those of you planning ahead , this year the troupe will dance '' The Nutcracker '' Dec. 1 - 31 . -LRB- 212 -RRB- 870 - 5690 ",13,0,"[[['People in society', 'Business', 'Film and theatre', 'Jobs']], [['none2&tool', 'Fish and shellfish', 'Animals']], ['none'], ['none']]",
87,dance,Anyone can dance the hokey - pokey ,2,0,"[[['none2&someone', 'Language', 'Crime and punishment']], [['Hobbies', 'Music', 'people']], ['none'], ['none']]",
88,dance,"'' This music is n't meant to be watched , it 's intended to be danced , '' Mr. Gutierrez pleads from the stage ",15,0,"[[['Animals', 'Success', 'Difficulty and failure']], [], ['none'], ['to']]",
89,dance,"At the end of the group 's 40-minute set , the audience members have decided they do n't care about the museum 's rules either , and they 're dancing in the aisles ",29,0,"[[['Music', 'Film and theatre'], ['people', 'Animals']], [], ['in the aisles'], ['in']]",
90,dance,"'' I have undergraduate degrees in chemistry and marketing , but I ' m going to law school in the fall and I hope this will pay for it , '' says Sasha , who wears eyeglasses when she dances . -LRB- '' These glasses are fake , '' she explains ",39,0,"[[], [], ['when'], ['none']]",
91,dance,"Most of the rules are left unspoken : Do n't move , do n't talk , do n't laugh , do n't sneeze -- and , definitely , do n't dance ",30,0,"[[['Animals', 'Success', 'Difficulty and failure']], [], ['definitely'], ['none']]",
92,dance,"Then watch women dancing nude at Tattletales , a blue - collar strip joint down the road with trucks outside and a Welcome Democrats sign on the roof ",3,0,"[[['Life stages', 'People in society', 'Opinion and argument']], ['-'], ['nude'], ['at']]",
93,dance,"Even more inadvertently hilarious is Alexander Godunov , the Soviet defector who used to dance for a living ",14,0,"[[['Family and relationships', 'Opinion and argument', 'Life stages', 'Law and justice']], [], ['inadvertently'], ['for']]",
94,dance,"Charles Jude , Mr. Nureyev 's partner , danced with a youthful resilience that reflected unfavorably on the latter 's growing infirmity ",8,0,"[[['Family and relationships', 'Opinion and argument', 'Life stages', 'Law and justice'], ['Family and relationships', 'Opinion and argument', 'Life stages', 'Law and justice']], [], ['none'], ['none']]",
95,dance,"When they 're not in front of the camera , the Toons sing and dance at their version of Harlem 's Cotton Club ",14,0,"[[], ['-'], ['-'], ['at']]",
96,dance,"Even as danced by four of ABT 's most talented males , John Gardner , Robert Hill , Kevin McKenzie and the astonishingly agile Robert Wallace , Mr. Tippet 's latest work is tough going ",2,0,"[[['Biology']], [['none2&something']], ['by'], ['as']]",
97,dance,Racism has gone largely unnoticed as images of Brazilians of all shades dancing the samba at Carnival created a sense of racial harmony ,12,0,"[[['Literature and writing'], ['people', 'none2&Brazil'], ['Colours and Shapes', 'Opinion and argument']], [['Music']], ['no adverb is present'], ['at']]",
98,dance,"The leads in the second performance -LRB- Ludmila Lopukhova and Simon Dow -RRB- were better than those at the premiere -LRB- Karin Averty and Jean - Charles Gil -RRB- , but there were more enjoyable performances from younger members of the company , such as Joanna Berman , Wendy Van Dyck and Mikko Nissinen , who danced the first act pas de trois on opening night , and Andre Reyes , who replaced the latter on the following afternoon ",56,0,"[[['Family and relationships', 'Opinion and argument', 'Life stages'], ['Family and relationships', 'Opinion and argument', 'Life stages']], [['Film and theatre'], ['Family and relationships'], ['Success', 'people']], ['none'], ['on']]",
99,dance,He tap - danced around the stage to his own falsetto and flopped to the floor to the accompaniment of his booming bass ,3,0,"[['people'], ['-'], ['tap'], ['around']]",
100,dance,"When Danny dances with Helen , who is dubious about the whole enterprise , he tells her that it 's all a surprise for her , it 's her Valentine 's Day card ",2,0,"[[['Family and relationships', 'Opinion and argument', 'Life stages', 'Law and justice']], [['Family and relationships', 'Opinion and argument', 'Life stages']], ['none'], ['with']]",
101,dance,"Whether these dancers could ever meet the requirements of '' Raymonda Variations '' and '' Symphony in C , '' the ballets they danced in New York , is doubtful ",23,0,"[[['Hobbies', 'Jobs']], [['Film and theatre']], ['in New York'], ['in']]",
102,dance,"Television commercials expected to air in mid - April in New York and Miami will feature the homespun pair dancing the salsa , advertising sources said ",19,0,"[[['none2&simple', 'none2&expert'], ['Clothes and Fashion', 'Clothes and Fashion']], [['Music', 'Food']], ['no adverb'], ['no preposition']]",
103,dance,Khopa and Ticha danced and juggled soccer balls at a Radio City Music Hall press preview announcing an upcoming tour of the Moscow circus ,3,0,"[[], [['Sports: ball and racket sports'], ['Personal qualities', 'Opinion and argument']], ['-'], ['at']]",
104,dance,"Mr. Waters sets his sights on the '' hairhoppers , '' the polished amateurs who dance on '' The Corny Collins Show , '' his version of '' American Bandstand . '",15,0,"[[['people', 'Film and theatre', 'Danger']], ['-'], ['-'], ['on']]",
105,dance,"They began from scratch , amateurs learning to sing and dance and act , working up to 18 hours a day , almost every day ",10,0,"[[['people', 'Animals']], [], ['noneone'], ['noneone']]",
106,dance,"Plucking bonbons with a pinkie in the air , or daintily miming a billiard shot , he seems almost to be dancing through the role , a rosy cherub in grownup clothing ",21,0,"[['people'], [['Film and theatre']], ['almost'], ['through']]",
107,dance,Upstairs over the bufyet is the ballroom where Natasha danced ,9,0,"[[['Family and relationships', 'Opinion and argument', 'Life stages']], [], ['none'], ['over']]",
108,dance,"With their wives and girlfriends in Mexico , it 's common to see men dancing alone here ",14,0,"[[], ['-'], ['alone'], ['with']]",
109,dance,"'' I was so happy that I practically danced back into the house , '' Mr. Popejoy says ",8,0,"[['people'], [], ['practically'], ['none']]",
110,dance,"Whether these dancers could ever meet the requirements of '' Raymonda Variations '' and '' Symphony in C , '' the ballets they danced in New York , is doubtful ",23,0,"[[['Hobbies', 'Jobs']], [['Film and theatre']], ['in New York'], ['in']]",
