11,acknowledge,We must acknowledge the kindness she showed towards us .,2,0,"[['people'], [['Personal qualities'], ['Film and theatre']], ['none'], ['none']]"
12,acknowledge,acknowledge the deed .,0,0,"[[], [['none2&somebody', 'Buildings', 'Physics and chemistry']], ['none'], ['none']]"
13,acknowledge,The Crown Prince was acknowledged as the true heir to the throne .,4,0,"[[['History', 'Clothes and Fashion', 'Politics', 'Politics', 'Clothes and Fashion', 'Geography', 'Plants and trees', 'Plants and trees', 'Body', 'Body', 'Money', 'Money'], ['People in society', 'People in society', 'People in society']], [['Family and relationships', 'Money']], ['none'], ['none']]"
14,adhere,The residents of this village adhered to Catholicism .,5,1,"[[['Holidays', 'Healthcare'], ['Geography']], [['Religion and festivals']], ['none'], ['none']]"
15,adhere,Will this wallpaper adhere to the wall ?,3,0,"[[['none2&to']], [['Film and theatre', 'none2&something']], ['none'], ['none']]"
16,answer,The steering of my new car answers to the slightest touch .,6,1,"[[['Transport by car or lorry'], ['Transport by car or lorry', 'Transport by bus and train']], [], ['to'], ['none']]"
17,answer,answer the telephone .,0,0,"[[], [['Phones, email and the internet', 'Houses and homes', 'Phones, email and the internet', 'Phones, email and the internet']], ['none'], ['none']]"
18,answer,The question concerning the meaning of life can not be answered .,10,0,"[[], [['Opinion and argument', 'Permission and obligation', 'Doubt, guessing and certainty'], ['Success', 'Difficulty and failure', 'Suggestions and advice', 'Opinion and argument'], ['Crime and punishment', 'Life stages', 'Health problems', 'Feelings', 'Difficulty and failure', 'Doubt, guessing and certainty']], ['none'], ['none']]"
19,answer,The defendant answered to all the charges of the prosecution .,2,0,"[[['Law and justice']], [['Money', 'Law and justice', 'Physics and chemistry', 'Law and justice'], ['Law and justice', 'Law and justice']], ['none'], ['none']]"
20,ascend,We ascended the mountain .,1,0,"[['people'], [['Geography', 'Success']], ['none'], ['none']]"
21,ascend,Inheritance may not ascend linearly .,3,1,"[[['Family and relationships']], [], ['linearly'], ['none']]"
22,ascend,The path ascended to the top of the hill .,2,0,"[[['Gardens']], [], ['none'], ['to top of hill']]"
23,attack,"Hitler attacked Poland on September 1 , 1939 and started World War II .",1,0,"[[], [['Geography', 'Music', 'Geography']], ['none'], ['on September 1, 1939']]"
24,attack,The editors of the left - leaning paper attacked the new House Speaker .,8,1,"[[['Literature and writing', 'TV, radio and news', 'Jobs', 'Jobs', 'Film and theatre', 'TV, radio and news', 'Jobs', 'TV, radio and news', 'Jobs'], ['Literature and writing']], [['Houses and homes', 'Buildings', 'Film and theatre', 'Education', 'Family and relationships'], ['TV, radio and news', 'Music', 'Politics']], ['none'], ['none']]"
25,attack,The Serbs attacked the village at night .,2,0,"[[['people', 'none2&Serbia']], [['Geography']], ['at night'], ['none']]"
26,attack,I attacked the problem as soon as I got out of bed .,1,1,"[['people'], [['Difficulty and failure', 'Social issues', 'Maths and measurement', 'Opinion and argument']], ['as soon as I got out of bed'], ['none']]"
27,attack,The cancer cells are attacking his liver .,4,1,"[[['Health problems', 'Danger'], ['Biology', 'Body', 'Crime and punishment']], [['Body', 'Food']], ['none'], ['none']]"
28,besiege,The Turks besieged Vienna .,2,0,"[[['people', 'Food', 'Birds']], [], ['none'], ['none']]"
29,besiege,She was besieged by so many problems that she got discouraged .,2,1,"[['people'], [['Difficulty and failure', 'Social issues', 'Maths and measurement', 'Opinion and argument']], ['none'], ['none']]"
30,besiege,The press photographers besieged the movie star .,3,1,"[[['TV, radio and news'], ['Clothes and Fashion', 'TV, radio and news', 'Jobs']], [['Film and theatre'], ['Space', 'Colours and Shapes', 'Holidays', 'TV, radio and news', 'Film and theatre', 'Success']], ['none'], ['none']]"
31,bind,The Chinese would bind the feet of their women .,3,0,"[[['none2&China']], [['Life stages', 'People in society', 'Opinion and argument']], ['none'], ['none']]"
32,bind,They bind their books in leather .,1,0,"[[['people', 'Animals']], [['Literature and writing', 'Education', 'Shopping', 'Education', 'Business', 'Opinion and argument', 'History', 'Opinion and argument']], ['none'], ['in leather']]"
33,bind,The hydrogen binds the oxygen .,2,1,"[[['Physics and chemistry']], [['Physics and chemistry']], ['none'], ['none']]"
34,blaze,Meteors blazed across the atmosphere .,1,1,"[[['Space']], [], ['across atmosphere'], ['none']]"
35,blaze,The summer sun alone can cause a pine to blaze .,9,0,"[[['Time'], ['Space', 'Weather', 'Physics and chemistry']], [['Plants and trees']], ['none'], ['none']]"
36,blaze,The spaceship blazed out into space .,2,1,"[[['Space', 'Transport by air']], [], ['out'], ['into space']]"
37,blister,Her feet blistered during the long hike .,2,0,"[[], [], ['during long hike'], ['none']]"
38,blister,The Senator blistered the administration in his speech on Friday .,2,1,"[[['Politics']], [['Business', 'Healthcare']], ['none'], ['in his speech on Friday']]"
39,blur,The haze blurs the hills .,2,0,"[[['Weather']], [['Geography']], ['none'], ['none']]"
40,blur,The fog blurs my vision .,2,0,"[[['Weather']], [['Religion and festivals']], ['none'], ['none']]"
41,blur,The distinction between the two theories blurred .,6,1,"[[['Opinion and argument', 'Opinion and argument', 'Colours and Shapes', 'Art'], ['Scientific research', 'Opinion and argument']], [], ['none'], ['none']]"
42,bolt,The listeners bolted when he discussed his strange ideas .,2,1,"[[['TV, radio and news']], [], ['when he discussed his strange ideas'], ['none']]"
43,bolt,Do n't bolt your food !,2,1,"[[], [['Cooking and eating']], ['none'], ['none']]"
44,boost,The tax cut will boost the economy .,4,1,"[[['Money', 'Shopping'], ['Health problems', 'Money', 'Computers', 'Film and theatre', 'Music']], [['Money', 'Politics', 'Money']], ['none'], ['none']]"
45,boost,Boost the voltage in an electrical circuit .,0,0,"[[], [['Engineering'], ['Engineering', 'Health and Fitness', 'Sports: other sports']], ['none'], ['none']]"
46,boost,The singer had to be boosted onto the stage by a special contraption .,5,0,"[[['Music', 'Jobs']], [], ['none'], ['by special contraption']]"
47,bounce,The rubber ball bounced .,3,0,"[[['Sports: ball and racket sports', 'Games and toys', 'Body', 'Personal qualities']], [], ['none'], ['none']]"
48,bounce,The ex - boxer 's job is to bounce people who want to enter this private club .,8,1,"[[['Sports: other sports', 'Animals']], ['people', ['Sports: ball and racket sports', 'Buildings', 'Sports: ball and racket sports', 'Games and toys']], ['none'], ['none']]"
49,bow,The government bowed to the military pressure .,2,1,"[[['Politics', 'Politics']], [], ['none'], ['to military pressure']]"
50,breathe,He breathed new life into the old house .,1,1,"[['people'], [['Crime and punishment', 'Life stages', 'Health problems', 'Feelings', 'Difficulty and failure', 'Doubt, guessing and certainty']], ['none'], ['none']]"
51,breathe,Our new synthetic fabric breathes and is perfect for summer wear .,4,1,"[[['Physics and chemistry', 'Clothes and Fashion', 'Shopping', 'Buildings']], [], ['none'], ['none']]"
52,brush,Johnson brushed the hairs from his jacket .,1,0,"[[['none2&Lyndon', 'none2&Baine']], [['Body', 'Appearance', 'Danger', 'Opinion and argument'], ['Clothes and Fashion', 'Literature and writing']], ['none'], ['none']]"
53,brush,He brushed the wall lightly .,1,0,"[['people'], [['Buildings', 'Houses and homes', 'Buildings', 'Biology', 'Difficulty and failure', 'Difficulty and failure', 'Business', 'Difficulty and failure']], ['lightly'], ['none']]"
54,brush,She brushed the suit before hanging it back into the closet .,1,0,"[['people'], [['Clothes and Fashion', 'Games and toys']], ['none'], ['before hanging it back into closet']]"
55,build,Suspense was building right from the beginning of the opera .,2,1,"[[['Feelings', 'Opinion and argument', 'Feelings']], [], ['right'], ['from beginning of opera']]"
56,build,The government is building new schools in this state .,3,0,"[[['Politics', 'Politics']], [['Buildings', 'Education', 'Education', 'Education', 'Art', 'Fish and shellfish']], ['none'], ['in state']]"
57,build,build a modern nation .,0,1,"[[], [['Geography', 'Music', 'People in society', 'Business']], ['none'], ['none']]"
58,build,These architects build in interesting and new styles .,2,0,"[[['Jobs', 'Jobs', 'Computers']], [['Clothes and Fashion', 'Clothes and Fashion', 'Art', 'Literature and writing']], ['none'], ['none']]"
59,build,build a defense on nothing but the accused person 's reputation .,0,1,"[[], [['War and conflict', 'War and conflict', 'War and conflict', 'Opinion and argument', 'Law and justice', 'Law and justice', 'Sports: ball and racket sports']], ['nothing but'], [""on accused person 's reputation""]]"
60,buy,This sum will buy you a ride on the train .,3,0,"[[['Money', 'Maths and measurement']], [['Transport by bus and train']], ['none'], ['none']]"
61,buy,She wanted to buy his love with her dedication to him and his work .,3,0,"[['people'], [['Family and relationships', 'Feelings', 'Feelings', 'Sports: ball and racket sports', 'Feelings']], ['wanted'], ['with her dedication to him and his work']]"
62,buy,I ca n't buy this story .,3,1,"[['people'], [['Literature and writing', 'TV, radio and news']], [""can't""], ['none']]"
63,buzz,bees were buzzing around the hive .,2,0,"[[['Insects, worms, etc.']], [], ['around'], ['none']]"
64,buzz,Planes buzzed the crowds in the square .,1,0,"[[['Transport by air', 'Maths and measurement']], [['Maths and measurement', 'Phones, email and the internet', 'people']], ['in'], ['square']]"
65,buzz,This office is buzzing with activity .,3,1,"[[['Working life', 'Houses and homes', 'Transport by bus and train', 'Politics', 'Politics']], [], ['with activity'], ['none']]"
66,buzz,he buzzed the servant .,1,1,"[['people'], [['Jobs']], ['none'], ['none']]"
67,capture,capture the essence of Spring   .,0,1,"[[], [['Personal qualities', 'TV, radio and news', 'Film and theatre'], ['Time', 'Geography']], ['none'], ['none']]"
68,capture,She captured all the men 's hearts .,1,1,"[['people'], [['Body', 'Feelings', 'Games and toys', 'Feelings', 'Personal qualities', 'Success', 'Feelings', 'Feelings', 'Feelings', 'Feelings', 'Opinion and argument', 'Feelings', 'Feelings', 'Feelings']], ['none'], ['none']]"
69,capture,This nucleus has captured the slow - moving neutrons .,3,0,"[[['Physics and chemistry', 'Biology']], [['Physics and chemistry']], ['none'], ['none']]"
70,claw,They clawed their way to the top of the mountain .,1,1,"[[['people', 'Animals']], [], ['their way'], ['to top of mountain']]"
71,claw,She clawed the doorknob .,1,1,"[['people'], [['Houses and homes']], ['none'], ['none']]"
72,claw,The politician clawed his rival .,2,1,"[[['Politics', 'Jobs']], [['people', 'Opinion and argument']], ['none'], ['none']]"
73,climb,Did you ever climb up the hill behind your house ?,3,0,"[['people'], [['Geography']], ['up'], ['hill behind your house']]"
74,climb,Sales were climbing after prices were lowered .,2,1,"[[['Shopping', 'Business', 'Business', 'Shopping', 'Houses and homes', 'Shopping', 'Shopping']], [], ['after prices were lowered'], ['none']]"
75,climb,Sales were climbing after prices were lowered .,2,1,"[[['Shopping', 'Business', 'Business', 'Shopping', 'Houses and homes', 'Shopping', 'Shopping']], [], ['after prices were lowered'], ['none']]"
76,climb,The path climbed all the way to the top of the hill .,2,1,"[[['Gardens']], [], ['all way'], ['to top of hill']]"
77,clog,The leaves clog our drains in the Fall .,2,0,"[[], [['none2&something', 'Cooking and eating', 'Physics and chemistry']], ['none'], ['in Fall']]"
78,clog,horses were clogged until they were tamed .,2,1,"[[['Animals', 'Sports: other sports', 'Difficulty and failure']], [], ['until they were tamed'], ['none']]"
79,clog,The market is being clogged by these operations .,4,1,"[[['Healthcare', 'Business', 'War and conflict']], [], ['none'], ['none']]"
80,clog,Fear clogged her mind .,1,1,"[[['Danger', 'Feelings', 'Feelings']], [['Opinion and argument', 'Feelings', 'Preferences and decisions', 'Opinion and argument', 'Opinion and argument', 'Doubt, guessing and certainty', 'Opinion and argument', 'Success', 'Opinion and argument']], ['none'], ['none']]"
81,cloud,The smoke clouded above the houses .,2,0,"[[['The environment', 'Social issues', 'Difficulty and failure']], [], ['above houses'], ['none']]"
82,cloud,Their faces were clouded with sadness .,3,1,"[[['people', 'Animals']], [], ['none'], ['with sadness']]"
83,cloud,The stroke clouded memories of her youth .,2,1,"[[['Sports: ball and racket sports', 'Success', 'Health problems', 'Transport by water', 'Sports: water sports', 'Sports: water sports']], [['Computers'], ['Life stages', 'Life stages', 'Life stages', 'Life stages']], ['none'], ['none']]"
84,cloud,The chemical clouded the liquid to which it was added .,2,1,"[[['Physics and chemistry']], [['Cooking and eating', 'Physics and chemistry']], ['to which it was added'], ['none']]"
85,color,His political ideas color his lectures .,3,1,"[[['Suggestions and advice', 'Opinion and argument', 'Success']], [['Education']], ['none'], ['none']]"
86,color,color the walls with paint in warm tones .,0,0,"[[], [['Buildings', 'Houses and homes', 'Buildings', 'Biology', 'Difficulty and failure', 'Difficulty and failure', 'Business', 'Difficulty and failure']], ['with paint'], ['in warm tones']]"
87,commit,commit a random act of kindness .,0,0,"[[], [['Film and theatre'], ['Personal qualities']], ['none'], ['none']]"
88,communicate,Please communicate this message to all employees .,1,0,"[[], [['Phones, email and the internet', 'Phones, email and the internet', 'Literature and writing'], ['Working life']], ['none'], ['none']]"
89,communicate,He communicated his anxieties to the psychiatrist .,1,0,"[['people'], [['Feelings', 'Mental health']], ['none'], ['none']]"
90,communicate,communicate a disease .,0,1,"[[], [['Health problems']], ['none'], ['none']]"
91,communicate,The rooms communicated .,2,1,"[[['Houses and homes', 'Holidays']], [], ['none'], ['none']]"
92,compare,John compared his haircut to his friend 's .,1,0,"[[['Houses and homes', 'Houses and homes']], [['Appearance', 'Appearance'], ['Family and relationships', 'Phones, email and the internet', 'Social issues']], ['none'], ['none']]"
93,compare,This car does not compare with our line of Mercedes .,4,0,"[[['Transport by car or lorry', 'Transport by bus and train']], [['Sports: ball and racket sports', 'Phones, email and the internet', 'Transport by bus and train', 'Literature and writing', 'Film and theatre', 'Colours and Shapes', 'Money', 'Business', 'Opinion and argument', 'Money', 'Business', 'Discussion and agreement']], ['none'], ['none']]"
94,compare,We can compare the Han dynasty to the Romans .,2,0,"[['people'], [['Family and relationships'], ['none2&member', 'History']], ['none'], ['none']]"
95,compose,Greed and ambition composed his personality .,3,1,"[[['Money', 'Feelings'], ['Success', 'Success']], [['Buildings', 'people']], ['none'], ['none']]"
96,compose,Beethoven composed nine symphonies .,1,0,"[[], [['Music']], ['none'], ['none']]"
97,computerize,Our office is fully computerized now .,4,0,"[[['Working life', 'Houses and homes', 'Transport by bus and train', 'Politics', 'Politics']], [], ['fully'], ['none']]"
98,computerize,They computerized the car industry .,1,0,"[[['people', 'Animals']], [['Transport by car or lorry', 'Transport by bus and train'], ['Business', 'Working life']], ['none'], ['none']]"
99,condense,condense the contents of a book into a summary .,0,1,"[[], [['Success', 'Difficulty and failure', 'none2&something'], ['Literature and writing', 'Education', 'Shopping', 'Education', 'Business', 'Opinion and argument', 'History', 'Opinion and argument']], ['none'], ['into summary']]"
100,condense,The cold air condensed the steam .,3,0,"[[['The environment', 'Weather', 'Music', 'Health and Fitness', 'Doubt, guessing and certainty', 'Feelings', 'TV, radio and news']], [['none2&ga', 'Drinks', 'Transport by water']], ['none'], ['none']]"
101,condense,All our planets condensed out of the same material .,3,0,"[[['Space']], [], ['none'], ['out of same material']]"
102,condense,Congress condensed the three - year plan into a six - month plan .,1,1,"[[['Politics']], [['Time', 'Time', 'Education', 'Time', 'Time', 'Time'], ['Business', 'Buildings', 'Opinion and argument'], ['Time', 'Time', 'Time']], ['none'], ['none']]"
103,convulse,The comedian convulsed the crowd .,2,1,"[[['Jobs']], [['Maths and measurement', 'Phones, email and the internet', 'people']], ['none'], ['none']]"
104,convulse,earthquakes convulsed the countryside .,1,1,"[[['The environment']], [['Geography']], ['none'], ['none']]"
105,convulse,The spasm convulses her facial muscles .,2,0,"[[['Health problems']], [['Body']], ['none'], ['none']]"
106,convulse,The muscles in her face convulsed .,5,0,"[[['Body'], ['Body', 'Doubt, guessing and certainty', 'Difficulty and failure', 'Appearance', 'Feelings', 'Difficulty and failure', 'Danger', 'Difficulty and failure', 'Opinion and argument', 'Appearance']], [], ['none'], ['none']]"
107,crawl,The crocodile was crawling along the riverbed .,3,0,"[[['Animals']], [], ['along'], ['in riverbed']]"
108,crawl,My skin crawled -- I was terrified .,2,1,"[[['Body', 'Appearance', 'Food', 'Phones, email and the internet', 'Computers', 'Feelings']], [], ['none'], ['none']]"
109,crawl,The old cheese was crawling with maggots .,4,1,"[[['Food']], [], ['none'], ['none']]"
110,crawl,European children learn the breast stroke ; they often do n't know how to crawl .,14,0,"[[['Life stages', 'Life stages']], [], ['none'], ['none']]"
111,crown,The prince was crowned in Westminster Abbey .,3,0,"[[['People in society', 'People in society', 'People in society']], [], ['none'], ['in Westminster Abbey']]"
112,crown,The speech crowned the meeting .,2,1,"[[['Politics', 'Film and theatre']], [['Working life', 'Business', 'Sports: other sports', 'Religion and festivals']], ['none'], ['none']]"
113,crown,A weather vane crowns the building .,3,1,"[[['Weather', 'TV, radio and news', 'Health problems'], ['Transport by air', 'Engineering', 'Weather', 'Music']], [['Buildings', 'Buildings']], ['none'], ['none']]"
114,crush,crush an aluminum can .,0,0,"[['people'], [['Physics and chemistry']], ['none'], ['none']]"
115,crush,The car crushed the toy .,2,0,"[[['Transport by car or lorry', 'Transport by bus and train']], [['Games and toys', 'Shopping']], ['none'], ['none']]"
116,crush,She was crushed by his refusal of her invitation .,2,1,"[['people'], [['Film and theatre', 'none2&something'], ['none2&spoken', 'none2&request']], ['none'], ['none']]"
117,crush,The plastic bottle crushed against the wall .,3,0,"[[['Physics and chemistry', 'The environment'], ['Cooking and eating', 'Cooking and eating', 'Life stages', 'Personal qualities']], [], ['against wall'], ['none']]"
118,curl,The cigar smoke curled up at the ceiling .,3,1,"[[['Doubt, guessing and certainty', 'Difficulty and failure'], ['The environment', 'Social issues', 'Difficulty and failure']], [], ['up'], ['at ceiling']]"
119,curl,"Curl my hair , please .",0,0,"[['people'], [['Body', 'Appearance', 'Danger', 'Opinion and argument']], ['none'], ['none']]"
120,dash,He dashed the plate against the wall .,1,0,"[['people'], [['Cooking and eating', 'Space']], ['against wall'], ['none']]"
121,dash,dashed ambitions and hopes .,0,1,"[[], [['Success', 'Success'], ['Feelings', 'Success']], ['none'], ['none']]"
122,dash,blue paint dashed with white .,2,0,"[[['Houses and homes', 'Art']], [['Colours and Shapes', 'People in society']], ['none'], ['none']]"
123,deflate,deflate the air mattress .,0,0,"[['people'], [['The environment', 'Weather', 'Music', 'Health and Fitness', 'Doubt, guessing and certainty', 'Feelings', 'TV, radio and news'], ['Film and theatre', 'Danger', 'Houses and homes', 'Geography']], ['none'], ['none']]"
124,deflate,The bad review of his work deflated his self - confidence .,6,1,"[[['Opinion and argument', 'Literature and writing', 'TV, radio and news', 'Film and theatre', 'Education'], ['Jobs', 'Working life', 'Art']], [['none2&type', 'people'], ['Doubt, guessing and certainty', 'Personal qualities', 'Doubt, guessing and certainty']], ['none'], ['none']]"
125,deflate,The new measures deflated the economy .,3,1,"[[['Cooking and eating', 'Maths and measurement', 'Maths and measurement']], [['Money', 'Politics', 'Money']], ['none'], ['none']]"
126,deflate,deflate the currency .,0,1,"[['people'], [['Money', 'Shopping', 'Holidays']], ['none'], ['none']]"
127,deflate,The balloons deflated .,2,0,"[[['Games and toys', 'Transport by air', 'Difficulty and failure']], [], ['none'], ['none']]"
128,design,Chanel designed the famous suit .,1,0,"[[], [['Clothes and Fashion', 'Games and toys']], ['none'], ['none']]"
129,design,She designed a good excuse for not attending classes that day .,1,1,"[['people'], [['Change, cause and effect', 'Opinion and argument', 'Animals', 'Biology'], ['Education', 'Education', 'Education', 'People in society', 'Transport by bus and train', 'Transport by air', 'Education', 'Animals', 'People in society'], ['Time', 'Time', 'Time', 'History', 'Success', 'Time', 'Difficulty and failure', 'Success', 'Cooking and eating', 'Time', 'Time', 'Time', 'Preferences and decisions', 'Difficulty and failure', 'Success', 'Doubt, guessing and certainty', 'Feelings', 'Time', 'Success']], ['none'], ['none']]"
130,devour,Fire had devoured our home .,2,1,"[[['War and conflict', 'Opinion and argument', 'Family and relationships', 'Success', 'Danger', 'Success']], [['Houses and homes', 'Buildings', 'Family and relationships', 'Sports: ball and racket sports', 'Sports: ball and racket sports', 'Working life']], ['none'], ['none']]"
131,devour,She devoured his novels .,1,1,"[['people'], [['Literature and writing']], ['none'], ['none']]"
132,devour,he devoured three sandwiches .,1,0,"[['people'], [['Food']], ['none'], ['none']]"
133,digest,I can not digest milk products .,3,0,"[['people'], [['Drinks'], ['Business', 'Shopping', 'Physics and chemistry', 'Change, cause and effect', 'Appearance', 'Maths and measurement']], ['not'], ['none']]"
134,digest,I can not digest all this information .,3,1,"[['people'], [['Scientific research', 'Opinion and argument', 'Art']], ['not'], ['none137']]"
135,digest,Protein digests in a few hours .,1,0,"[[['Cooking and eating', 'Biology']], [], ['in few hours'], ['none']]"
136,digest,the government digested the entire law into a code .,2,1,"[[['Politics', 'Politics']], [['Permission and obligation', 'Law and justice', 'Politics', 'Permission and obligation', 'Law and justice', 'Politics', 'Education', 'Law and justice', 'Scientific research', 'Permission and obligation', 'Opinion and argument', 'Law and justice', 'Success', 'Permission and obligation']], ['none'], ['into code']]"
137,down,He downed three martinis before dinner .,1,1,"[['people'], [], ['before dinner'], ['none']]"
138,down,Some people can down a pound of meat in the course of one meal .,3,1,"[['people'], [['Money', 'Cooking and eating', 'Maths and measurement'], ['Food']], ['none'], ['in course of one meal']]"
139,down,The policeman downed the heavily armed suspect .,2,0,"[[['Law and justice', 'Jobs']], [['Doubt, guessing and certainty', 'Crime and punishment']], ['none'], ['none']]"
140,drain,The rain water drains into this big vat .,3,0,"[[['Weather'], ['Drinks', 'Transport by water', 'Difficulty and failure', 'Success', 'Difficulty and failure', 'Opinion and argument', 'Discussion and agreement', 'Life stages']], [], ['none'], ['into big vat']]"
141,drain,We drained the oil tank .,1,0,"[['people'], [['The environment', 'Transport by car or lorry', 'Food', 'Appearance', 'Art', 'Discussion and agreement'], ['The environment', 'Transport by car or lorry', 'Sports: water sports', 'War and conflict']], ['none'], ['none']]"
142,drain,Life in the camp drained him .,4,1,"[[['Crime and punishment', 'Life stages', 'Health problems', 'Feelings', 'Difficulty and failure', 'Doubt, guessing and certainty'], ['Social issues', 'War and conflict']], ['people'], ['none'], ['none']]"
143,drift,snow drifting several feet high .,1,0,"[[['Weather']], [], ['several feet high'], ['none']]"
144,drift,stock prices are drifting higher .,3,1,"[[['Shopping', 'Money', 'Money', 'Food'], ['Business', 'Shopping', 'Money', 'Sports: other sports']], [], ['higher'], ['none']]"
145,drift,My son drifted around for years in California before going to law school .,2,1,"[[['Family and relationships']], [], ['around'], ['in California before going to law school']]"
146,drift,The unknown young man drifted among the invited guests .,4,1,"[[['Life stages', 'People in society', 'Personal qualities', 'Discussion and agreement', 'Opinion and argument', 'Danger', 'Success']], [], ['among'], ['invited guests']]"
147,drift,drift the boats downstream .,0,0,"[[], [['Sports: water sports', 'Transport by water']], ['downstream'], ['none']]"
148,drift,The stock market drifted upward .,3,1,"[[['Shopping', 'Money', 'Money', 'Food'], ['Shopping', 'Money', 'Money', 'Preferences and decisions', 'Business']], [], ['upward'], ['none']]"
149,drink,The patient must drink several liters each day .,3,0,"[[['Healthcare']], [['Cooking and eating', 'Maths and measurement']], ['each day'], ['none']]"
150,drink,The mother drinks in every word of her son on the stage .,2,1,"[[['Family and relationships', 'Life stages']], [['Language', 'Religion and festivals', 'Opinion and argument', 'Feelings', 'Opinion and argument', 'Opinion and argument'], ['Family and relationships']], ['none'], ['none']]"
151,drink,The husband drinks and beats his wife .,2,0,"[[['Family and relationships']], [], ['none'], ['none']]"
152,drown,She drowned her trouble in alcohol .,1,1,"[['people'], [['Difficulty and failure', 'Difficulty and failure', 'Feelings', 'Health problems', 'Opinion and argument', 'Difficulty and failure', 'Opinion and argument']], ['none'], ['in alcohol']]"
153,drown,The child drowned in the lake .,2,0,"[[['Life stages', 'Life stages']], [], ['none'], ['in lake']]"
154,dull,Age had dulled the surface .,2,0,"[[['Time', 'Time', 'History']], [['Colours and Shapes', 'Transport by car or lorry']], ['none'], ['none']]"
155,dull,Middle age dulled her appetite for travel .,2,1,"[[['Film and theatre', 'Danger', 'none2&something'], ['Time', 'Time', 'History']], [['Cooking and eating'], ['Sports: ball and racket sports']], ['none'], ['none']]"
156,dump,The truck dumped the garbage in the street .,2,0,"[[['Transport by car or lorry', 'Transport by bus and train']], [['The environment']], ['none'], ['in street']]"
157,emerge,"Suddenly , the proprietor emerged from his office .",4,0,"[[['Business']], [], ['Suddenly'], ['from his office']]"
158,emerge,Some nice results emerged from the study .,3,1,"[[['Change, cause and effect', 'Sports: ball and racket sports', 'Politics', 'Sports: ball and racket sports', 'Education', 'Scientific research', 'Success', 'Business']], [], ['none'], ['from study']]"
159,engrave,The event engraved itself into her memory .,2,1,"[[['Sports: other sports']], [], ['none'], ['none']]"
160,engrave,engrave the pen with the owner 's name .,0,0,"[[], [['Farming']], ['none'], [""with owner 's name""]]"
161,erase,Please erase the formula on the blackboard -- it is wrong !,1,0,"[['people'], [['Maths and measurement', 'Scientific research'], ['Education']], ['none'], ['none']]"
162,erase,Who erased the files form my hard disk ?,1,0,"[[['Opinion and argument', 'Permission and obligation', 'Family and relationships', 'Opinion and argument']], [['Working life', 'Computers']], ['none'], ['from my hard disk']]"
163,erupt,Unrest erupted in the country .,1,1,"[[['Social issues', 'Politics']], [], ['none'], ['in country']]"
164,erupt,The tooth erupted and had to be extracted .,2,1,"[[['Body', 'Feelings', 'Preferences and decisions']], [], ['none'], ['none']]"
165,erupt,A rash erupted on her arms after she had touched the exotic plant .,2,1,"[[['Health problems']], [], ['none'], ['on her arms after she had touched exotic plant']]"
166,explode,We exploded the nuclear bomb .,1,0,"[['people'], [['War and conflict', 'Money', 'Difficulty and failure', 'Sports: ball and racket sports', 'Success']], ['none'], ['none']]"
167,explode,The champagne bottle exploded .,3,0,"[[['Drinks'], ['Cooking and eating', 'Cooking and eating', 'Life stages', 'Personal qualities']], [], ['none'], ['none']]"
