134,digest,I can not digest all this information .,3,1,"[['people'], ['information'], ['not'], ['none137']]"
135,digest,Protein digests in a few hours .,1,0,"[[['Cooking and eating', 'Biology']], ['none'], ['in few hours'], ['none']]"
136,digest,the government digested the entire law into a code .,2,1,"[[['Politics']], [['Politics', 'Opinion and argument', 'Success', 'Scientific research', 'Law and justice', 'Education', 'Permission and obligation']], ['none'], ['into code']]"
137,down,He downed three martinis before dinner .,1,1,"[['people'], ['martinis'], ['before dinner'], ['none']]"
138,down,Some people can down a pound of meat in the course of one meal .,3,1,"[['people'], [['Money', 'Maths and measurement', 'Cooking and eating'], ['Food']], ['none'], ['in course of one meal']]"
139,down,The policeman downed the heavily armed suspect .,2,0,"[[['Jobs', 'Law and justice']], [['Crime and punishment', 'Doubt, guessing and certainty']], ['none'], ['none']]"
140,drain,The rain water drains into this big vat .,3,0,"[[['Weather'], ['Life stages', 'Drinks', 'Success', 'Opinion and argument', 'Discussion and agreement', 'Transport by water', 'Difficulty and failure']], ['none'], ['none'], ['into big vat']]"
141,drain,We drained the oil tank .,1,0,"[['people'], [['The environment', 'Appearance', 'Art', 'Discussion and agreement', 'Food', 'Transport by car or lorry'], ['Sports: water sports', 'The environment', 'Transport by car or lorry', 'War and conflict']], ['none'], ['none']]"
142,drain,Life in the camp drained him .,4,1,"[[['Life stages', 'Crime and punishment', 'Feelings', 'Difficulty and failure', 'Health problems', 'Doubt, guessing and certainty'], ['Social issues', 'War and conflict']], ['people'], ['none'], ['none']]"
143,drift,snow drifting several feet high .,1,0,"[[['Weather']], ['none'], ['several feet high'], ['none']]"
144,drift,stock prices are drifting higher .,3,1,"[[['Money', 'Shopping', 'Food'], ['Money', 'Sports: other sports', 'Business', 'Shopping']], ['none'], ['higher'], ['none']]"
145,drift,My son drifted around for years in California before going to law school .,2,1,"[[['Family and relationships']], ['none'], ['around'], ['in California before going to law school']]"
146,drift,The unknown young man drifted among the invited guests .,4,1,"[[['Personal qualities', 'Life stages', 'Opinion and argument', 'Discussion and agreement', 'Success', 'People in society', 'Danger']], ['none'], ['among'], ['invited guests']]"
147,drift,drift the boats downstream .,0,0,"[['none'], [['Transport by water', 'Sports: water sports']], ['downstream'], ['none']]"
148,drift,The stock market drifted upward .,3,1,"[[['Money', 'Shopping', 'Food'], ['Money', 'Business', 'Preferences and decisions', 'Shopping']], ['none'], ['upward'], ['none']]"
149,drink,The patient must drink several liters each day .,3,0,"[[['Healthcare']], [['Cooking and eating', 'Maths and measurement']], ['each day'], ['none']]"
150,drink,The mother drinks in every word of her son on the stage .,2,1,"[[['Family and relationships', 'Life stages']], [['Feelings', 'Religion and festivals', 'Opinion and argument', 'Language'], ['Family and relationships']], ['none'], ['none']]"
151,drink,The husband drinks and beats his wife .,2,0,"[[['Family and relationships']], ['none'], ['none'], ['none']]"
152,drown,She drowned her trouble in alcohol .,1,1,"[['people'], [['Opinion and argument', 'Feelings', 'Health problems', 'Difficulty and failure']], ['none'], ['in alcohol']]"
153,drown,The child drowned in the lake .,2,0,"[[['Life stages']], ['none'], ['none'], ['in lake']]"
154,dull,Age had dulled the surface .,2,0,"[[['Time', 'History']], [['Colours and Shapes', 'Transport by car or lorry']], ['none'], ['none']]"
155,dull,Middle age dulled her appetite for travel .,2,1,"[['Middle', ['Time', 'History']], [['Cooking and eating'], ['Sports: ball and racket sports']], ['none'], ['none']]"
156,dump,The truck dumped the garbage in the street .,2,0,"[[['Transport by car or lorry', 'Transport by bus and train']], [['The environment']], ['none'], ['in street']]"
157,emerge,"Suddenly , the proprietor emerged from his office .",4,0,"[[['Business']], ['none'], ['Suddenly'], ['from his office']]"
158,emerge,Some nice results emerged from the study .,3,1,"[[['Politics', 'Sports: ball and racket sports', 'Success', 'Change, cause and effect', 'Scientific research', 'Business', 'Education']], ['none'], ['none'], ['from study']]"
159,engrave,The event engraved itself into her memory .,2,1,"[[['Sports: other sports']], ['自己'], ['none'], ['none']]"
160,engrave,engrave the pen with the owner 's name .,0,0,"[['none'], [['Farming']], ['none'], [""with owner 's name""]]"
161,erase,Please erase the formula on the blackboard -- it is wrong !,1,0,"[['You'], [['Scientific research', 'Maths and measurement'], ['Education']], ['none'], ['none']]"
162,erase,Who erased the files form my hard disk ?,1,0,"[['Who'], [['Working life', 'Computers']], ['none'], ['from my hard disk']]"
163,erupt,Unrest erupted in the country .,1,1,"[[['Politics', 'Social issues']], ['none'], ['none'], ['in country']]"
164,erupt,The tooth erupted and had to be extracted .,2,1,"[[['Feelings', 'Preferences and decisions', 'Body']], ['none'], ['none'], ['none']]"
165,erupt,A rash erupted on her arms after she had touched the exotic plant .,2,1,"[[['Health problems']], ['none'], ['none'], ['on her arms after she had touched exotic plant']]"
166,explode,We exploded the nuclear bomb .,1,0,"[['people'], [['Sports: ball and racket sports', 'Money', 'Success', 'War and conflict', 'Difficulty and failure']], ['none'], ['none']]"
167,explode,The champagne bottle exploded .,3,0,"[[['Drinks'], ['Cooking and eating', 'Personal qualities', 'Life stages']], ['none'], ['none'], ['none']]"
168,explode,The boss exploded when he heard of the resignation of the secretary .,2,1,"[[['Working life', 'Business', 'Jobs', 'People in society']], ['none'], ['none'], ['when he heard of resignation of secretary']]"
169,explode,The enemy exploded the bridge .,2,0,"[[['Difficulty and failure', 'War and conflict', 'Preferences and decisions']], [['Geography', 'Games and toys', 'Buildings', 'Transport by water', 'Body']], ['none'], ['none']]"
170,fasten,He fastened the lock onto the door .,1,0,"[['people'], [['Opinion and argument', 'Transport by car or lorry']], ['none'], ['onto door']]"
171,fasten,This dress fastens in the back .,2,0,"[[['Clothes and Fashion']], ['none'], ['none'], ['in back']]"
172,fasten,They fastened various nicknames to each other .,1,1,"[['they'], [['Family and relationships']], ['none'], ['to each other']]"
173,ferment,We ferment the grapes for a very long time to achieve high alcohol content .,1,0,"[['people'], [['Food']], ['for very long time'], ['none']]"
174,fill,fill the child with pride .,0,1,"[['people'], [['Life stages']], ['none'], ['none']]"
175,fill,The pool slowly filled with water .,3,0,"[[['Geography', 'Games and toys', 'Holidays', 'Sports: ball and racket sports', 'Sports: other sports']], ['none'], ['slowly'], ['with water']]"
176,fill,The liquid fills the container .,2,0,"[[['Cooking and eating', 'Physics and chemistry']], [['Transport by water', 'Gardens', 'Transport by bus and train']], ['none'], ['none']]"
177,flap,The bird flapped its wings .,2,0,"[[['Birds', 'Success']], [['Politics', 'Birds', 'Sports: ball and racket sports', 'Success', 'Food', 'Transport by air', 'Transport by car or lorry', 'Film and theatre']], ['none'], ['none']]"
178,flare,Every star seemed to flare with new intensity .,4,1,"[[['TV, radio and news', 'Holidays', 'Colours and Shapes', 'Success', 'Space', 'Film and theatre']], ['none'], ['with new intensity'], ['none']]"
179,flash,The lights were flashing .,3,0,"[[['Houses and homes', 'Physics and chemistry', 'Transport by car or lorry', 'Crime and punishment']], ['none'], ['none'], ['none']]"
180,flash,The latest intelligence is flashed to all command posts .,4,1,"[['intelligence'], ['none'], ['none'], ['to all command posts']]"
181,flash,he flashed a $ 100 bill .,1,1,"[['people'], [['Cooking and eating', 'Politics', 'Birds', 'Shopping', 'Business', 'Law and justice', 'Film and theatre']], ['none'], ['none']]"
182,flash,A shooting star flashed and was gone .,3,0,"[[['TV, radio and news', 'Holidays', 'Colours and Shapes', 'Success', 'Space', 'Film and theatre']], ['none'], ['and was gone'], ['none']]"
183,float,He floated the logs down the river .,1,0,"[['people'], [['Transport by water', 'Transport by air']], ['down'], ['river']]"
184,float,The Republicans are floating the idea of a tax reform .,3,1,"[[['Politics']], [['Suggestions and advice', 'Success', 'Opinion and argument']], ['none'], ['none']]"
185,float,The dancer floated across the stage .,2,1,"[[['Jobs', 'Hobbies']], ['none'], ['across'], ['none']]"
186,float,The government floated the ruble for a few months .,2,1,"[[['Politics']], ['ruble'], ['for few months'], ['none']]"
