10,neutralize,"[['people'], ['Law and justice'], ['Games and toys', 'Sports: ball and racket sports', 'Farming'], ['People in society'], ['Politics', 'Politics'], ['Healthcare', 'Jobs', 'Shopping', 'Healthcare', 'Physics and chemistry'], ['War and conflict', 'Jobs'], ['Permission and obligation', 'Law and justice', 'Politics', 'Permission and obligation', 'Law and justice', 'Politics', 'Education', 'Law and justice', 'Scientific research', 'Permission and obligation', 'Opinion and argument', 'Law and justice', 'Success', 'Permission and obligation'], ['Jobs', 'Engineering'], ['Law and justice', 'Transport by air', 'Feelings', 'Money']]","['Threat', ['Danger'], ['Physics and chemistry'], ['Danger', 'War and conflict', 'Danger', 'War and conflict', 'Danger', 'War and conflict'], 'Toxin', ['Physics and chemistry'], ['War and conflict', 'Crime and punishment'], ['War and conflict', 'Feelings'], 'Contaminant', ['Danger', 'Danger', 'Money', 'Danger', 'Danger']]"
11,shed,"[['people'], ['Working life'], ['Jobs', 'Gardens'], ['Education'], ['Plants and trees', 'Difficulty and failure'], ['Animals'], 'Person', 'Hiker', ['Houses and homes'], ['Clothes and Fashion', 'Shopping']]","[['Plants and trees', 'Literature and writing'], ['Animals', 'Clothes and Fashion'], ['Plants and trees', 'Animals'], ['Body', 'Appearance', 'Danger', 'Opinion and argument'], ['Health problems'], ['Maths and measurement', 'Health and Fitness', 'Appearance', 'Maths and measurement', 'Health and Fitness', 'Success', 'Success'], ['Body', 'Family and relationships', 'Opinion and argument', 'Feelings', 'Feelings', 'Feelings', 'Feelings', 'Feelings'], ['Body', 'Appearance', 'Food', 'Phones, email and the internet', 'Computers', 'Feelings'], ['Weather'], ['Clothes and Fashion', 'Shopping']]"
12,recapture,"[['Healthcare', 'Houses and homes', 'Computers', 'Maths and measurement'], ['War and conflict'], ['War and conflict', 'Jobs'], ['Transport by water', 'Transport by air', 'War and conflict', 'People in society', 'Sports: ball and racket sports'], ['History', 'Literature and writing'], ['Games and toys', 'Sports: ball and racket sports', 'Farming'], ['Jobs'], ['Law and justice'], 'Expedition', ['Clothes and Fashion', 'TV, radio and news', 'Jobs']]","['Territory', 'Territory', ['Money'], ['Geography'], 'Land', ['Geography', 'Houses and homes'], ['Time', 'Opinion and argument', 'Time', 'Success'], ['History', 'Religion and festivals'], 'Artifact', ['Computers']]"
13,wrestle,"[['Sports: other sports'], ['Sports: other sports', 'Sports: other sports', 'Health and Fitness'], ['War and conflict', 'Transport by air', 'War and conflict'], 'Contestant', 'Participant', ['Games and toys', 'Sports: ball and racket sports', 'Farming'], ['Jobs', 'Working life', 'Personal qualities'], ['Education', 'Education'], ['Sports: other sports', 'Education', 'Transport by car or lorry', 'Transport by bus and train', 'Transport by bus and train', 'History', 'Transport by air'], ['Life stages', 'Life stages']]","[['Opinion and argument', 'Games and toys'], ['Sports: other sports', 'Business'], 'Rival', ['Suggestions and advice'], ['Sports: ball and racket sports', 'Opinion and argument', 'Life stages'], ['Houses and homes', 'Opinion and argument', 'Opinion and argument'], ['Clothes and Fashion', 'Life stages', 'Plants and trees', 'Sports: other sports', 'Crime and punishment', 'Success'], ['Clothes and Fashion', 'Engineering', 'Geography', 'Success', 'Success'], 'Technique', ['Permission and obligation', 'Games and toys', 'Suggestions and advice', 'Politics', 'Permission and obligation', 'Permission and obligation']]"
14,load,"[['people'], 'Person', ['Working life'], ['Transport by car or lorry'], ['Transport by car or lorry', 'Transport by bus and train'], ['Jobs', 'Business', 'Holidays', 'Phones, email and the internet', 'Maths and measurement'], ['Transport by water', 'Sports: water sports'], ['Jobs', 'Farming'], ['Jobs', 'Engineering'], ['Jobs', 'Engineering', 'Jobs', 'Engineering', 'Transport by water', 'Transport by air', 'Jobs', 'Engineering']]","[['Transport by water', 'Transport by air'], ['Weather', 'Personal qualities', 'Personal qualities', 'Health and Fitness'], 'Supply', ['Transport by air'], ['Holidays', 'Shopping'], ['Transport by bus and train'], ['Physics and chemistry', 'Clothes and Fashion'], ['Scientific research', 'Houses and homes'], ['Houses and homes', 'Shopping'], ['Transport by bus and train', 'Transport by water', 'Gardens']]"
15,drain,"[['people'], 'Person', ['Jobs'], ['Working life'], ['Jobs', 'Gardens'], ['Jobs', 'Engineering'], ['Healthcare', 'Jobs'], ['Houses and homes'], ['Cooking and eating', 'Jobs'], ['Healthcare', 'Jobs', 'Education']]","[['Drinks', 'Transport by water', 'Difficulty and failure', 'Success', 'Difficulty and failure', 'Opinion and argument', 'Discussion and agreement', 'Life stages'], ['Cooking and eating', 'Physics and chemistry'], 'Fluid', ['Health and Fitness', 'The environment', 'Physics and chemistry'], ['The environment'], ['Transport by car or lorry', 'Engineering', 'Phones, email and the internet', 'Farming', 'Crime and punishment'], ['Music'], ['Holidays', 'Geography', 'Games and toys', 'Sports: other sports', 'Sports: ball and racket sports'], ['Farming', 'Gardens'], ['Geography']]"
16,spray,"[['people'], 'Person', ['Working life'], ['Jobs', 'Gardens'], ['Jobs', 'Art'], ['Insects, worms, etc.', 'Farming'], ['Art', 'Jobs', 'Music'], ['Healthcare', 'Jobs', 'Shopping', 'Healthcare', 'Physics and chemistry'], ['Jobs'], ['Jobs', 'Engineering']]","[['Farming'], ['Farming'], ['Houses and homes', 'Art'], ['Drinks', 'Transport by water', 'Difficulty and failure', 'Success', 'Difficulty and failure', 'Opinion and argument', 'Discussion and agreement', 'Life stages'], ['Physics and chemistry'], ['Shopping'], 'Disinfectant', ['Farming', 'Gardens'], 'Herbicide', ['Maths and measurement', 'Physics and chemistry']]"
17,scrape,"[['people'], 'Person', ['Working life'], 'Scraper', ['Cooking and eating', 'Success', 'Difficulty and failure'], ['Art', 'Jobs', 'Music'], ['Transport by car or lorry', 'Jobs', 'Physics and chemistry'], ['Jobs'], ['Jobs', 'Engineering'], ['Education', 'Jobs']]","[['Colours and Shapes', 'Transport by car or lorry'], ['Physics and chemistry', 'Clothes and Fashion'], ['Houses and homes', 'Art'], ['Weather', 'Drinks', 'Drinks'], 'Dirt', ['Colours and Shapes'], 'Residue', ['Cooking and eating'], 'Gunk', ['Body', 'Appearance', 'Food', 'Phones, email and the internet', 'Computers', 'Feelings']]"
18,blaze,"[['War and conflict', 'Opinion and argument', 'Family and relationships', 'Success', 'Danger', 'Success'], ['Phones, email and the internet'], ['The environment'], ['Jobs'], ['Crime and punishment'], ['Holidays', 'Transport by car or lorry', 'Holidays'], 'Pyrotechnician', ['Opinion and argument'], ['TV, radio and news'], 'Arson']","[['Buildings', 'Buildings'], ['Buildings', 'Buildings'], ['Geography'], ['Geography'], ['Plants and trees', 'Difficulty and failure'], ['Plants and trees'], ['The environment'], 'Firewood', 'Firebreak', ['Physics and chemistry', 'Clothes and Fashion']]"
19,erupt,"[['The environment', 'Geography'], ['The environment'], ['Geography', 'Success'], ['Scientific research'], ['Scientific research', 'Jobs'], 'Supervolcano', ['Geography'], 'Lava', 'Magma', 'Geyser']","[['Life stages', 'Plants and trees'], ['The environment', 'Social issues', 'Difficulty and failure'], ['The environment'], 'Debris', ['Physics and chemistry', 'The environment', 'The environment', 'Transport by car or lorry', 'Success'], ['Physics and chemistry', 'Clothes and Fashion'], 'Steam', ['Geography', 'Music', 'Food', 'Difficulty and failure'], ['Geography'], ['Weather', 'Geography', 'Cooking and eating', 'Danger', 'Success', 'Feelings', 'Doubt, guessing and certainty', 'Opinion and argument', 'Feelings', 'Feelings']]"
20,shake,"[['people'], 'Person', ['The environment'], 'Shaker', ['Plants and trees', 'Difficulty and failure'], ['Buildings', 'Buildings'], ['Animals'], 'Vibration', 'Shaker', ['Hobbies', 'Jobs']]","[['Geography', 'Engineering', 'Opinion and argument', 'Difficulty and failure', 'Success', 'Success', 'Success', 'Opinion and argument', 'Opinion and argument', 'Opinion and argument'], ['Space', 'Farming', 'Engineering', 'Success', 'Success'], ['Farming', 'Gardens'], ['Body', 'Farming', 'Transport by water', 'Games and toys', 'Games and toys', 'Change, cause and effect', 'Money', 'Jobs', 'Permission and obligation', 'Opinion and argument', 'Difficulty and failure', 'Difficulty and failure'], ['Body', 'Body', 'Crime and punishment', 'Transport by car or lorry', 'Appearance', 'Clothes and Fashion'], ['Social issues', 'Buildings', 'Appearance'], ['Plants and trees', 'Literature and writing'], ['Plants and trees', 'Transport by bus and train', 'Geography', 'Family and relationships'], ['Language'], ['Buildings', 'Buildings']]"
21,hurt,"[['people'], 'Person', ['Healthcare'], ['Sports: other sports', 'Sports: other sports', 'Health and Fitness'], ['Life stages', 'Life stages'], ['Health problems', 'Crime and punishment', 'Social issues'], ['Games and toys', 'Sports: ball and racket sports', 'Music', 'Music', 'Film and theatre'], ['Animals'], ['Sports: other sports', 'Business'], ['War and conflict', 'Jobs']]","[['Body', 'Body', 'Crime and punishment', 'Transport by car or lorry', 'Appearance', 'Clothes and Fashion'], ['Body', 'Feelings', 'Games and toys', 'Feelings', 'Personal qualities', 'Success', 'Feelings', 'Feelings', 'Feelings', 'Feelings', 'Opinion and argument', 'Feelings', 'Feelings', 'Feelings'], ['Opinion and argument', 'Feelings', 'Preferences and decisions', 'Opinion and argument', 'Opinion and argument', 'Doubt, guessing and certainty', 'Opinion and argument', 'Success', 'Opinion and argument'], ['Feelings', 'Opinion and argument', 'Opinion and argument', 'Opinion and argument'], ['Body'], ['Body', 'Music', 'TV, radio and news'], ['Feelings'], ['Body'], ['Body', 'Biology', 'Feelings', 'Personal qualities', 'Feelings', 'Feelings'], ['Feelings']]"
22,blister,"[['people'], 'Person', ['Healthcare'], 'Hiker', ['Sports: other sports', 'Sports: other sports', 'Health and Fitness'], ['Working life'], ['Sports: other sports', 'Crime and punishment', 'Jobs'], ['Sports: other sports', 'Plants and trees'], ['Jobs', 'Gardens'], ['Sports: other sports']]","[['Body', 'Appearance', 'Food', 'Phones, email and the internet', 'Computers', 'Feelings'], ['Body', 'Farming', 'Transport by water', 'Games and toys', 'Games and toys', 'Change, cause and effect', 'Money', 'Jobs', 'Permission and obligation', 'Opinion and argument', 'Difficulty and failure', 'Difficulty and failure'], ['Body', 'Maths and measurement', 'Literature and writing', 'Preferences and decisions', 'Opinion and argument', 'Feelings', 'Success', 'Health problems', 'Success', 'Health problems', 'Success', 'Feelings'], ['Body', 'Clothes and Fashion', 'Discussion and agreement', 'Preferences and decisions', 'Feelings'], ['Body', 'Success', 'Feelings'], ['Body', 'Success', 'Doubt, guessing and certainty', 'Difficulty and failure'], ['Plants and trees', 'Body'], ['Body', 'Doubt, guessing and certainty'], ['Body', 'Clothes and Fashion', 'Opinion and argument', 'Opinion and argument'], 'Blistered']"
23,flow,"[['Geography'], ['Geography', 'Education'], 'Waterfall', ['Cooking and eating', 'Physics and chemistry'], ['Body', 'Family and relationships', 'Opinion and argument', 'Feelings', 'Feelings', 'Feelings', 'Feelings', 'Feelings'], 'Current', 'Glacier', 'Magma', ['Physics and chemistry'], ['Transport by car or lorry']]","[['Drinks', 'Transport by water', 'Difficulty and failure', 'Success', 'Difficulty and failure', 'Opinion and argument', 'Discussion and agreement', 'Life stages'], ['The environment'], 'Fluid', ['Health and Fitness', 'The environment', 'Physics and chemistry'], ['Transport by car or lorry'], ['Suggestions and advice', 'Opinion and argument', 'Success'], ['Feelings'], 'Information', ['Time', 'Time', 'Time', 'Time', 'History', 'Time', 'Time', 'Time', 'Time', 'Opinion and argument', 'Time', 'Time', 'Success', 'Crime and punishment', 'Time', 'Time', 'Time', 'Preferences and decisions', 'Preferences and decisions', 'Preferences and decisions', 'Difficulty and failure', 'Time', 'Time', 'Time', 'Time', 'Time', 'Doubt, guessing and certainty', 'Time', 'Time', 'Success', 'Time'], ['Physics and chemistry', 'Clothes and Fashion']]"
24,convulse,"[['people'], 'Person', ['Healthcare'], ['Body', 'Body', 'Crime and punishment', 'Transport by car or lorry', 'Appearance', 'Clothes and Fashion'], ['Body'], ['Body', 'Music', 'TV, radio and news'], ['Animals'], ['Law and justice', 'Health problems'], 'Patient', ['Language', 'Education', 'Scientific research']]","[['Body'], ['Body', 'Body', 'Crime and punishment', 'Transport by car or lorry', 'Appearance', 'Clothes and Fashion'], ['Body'], ['Body', 'Music', 'TV, radio and news'], ['Computers'], ['Healthcare'], ['people'], ['Animals'], ['Health problems', 'Crime and punishment', 'Social issues'], ['Language', 'Education', 'Scientific research']]"
25,spread,"[['people'], 'Person', ['Health problems', 'Cooking and eating'], ['Cooking and eating', 'Success', 'Difficulty and failure'], ['Cooking and eating', 'Jobs'], ['Jobs', 'Gardens'], ['Animals'], ['Health problems', 'Health problems'], ['Health problems', 'Biology', 'Health problems', 'Computers'], ['TV, radio and news', 'TV, radio and news']]","[['Food'], ['Food', 'Transport by car or lorry', 'Engineering'], ['Food'], ['Food', 'Colours and Shapes'], ['Health problems', 'Cooking and eating'], ['Plants and trees', 'Business'], ['Health problems'], ['Health problems', 'Health problems'], 'Rumor', ['TV, radio and news', 'TV, radio and news']]"
26,smother,"[['people'], 'Person', ['Life stages', 'Family and relationships'], ['Healthcare'], ['Life stages'], ['Weather'], ['Jobs'], ['Healthcare', 'Jobs'], ['Law and justice'], 'Pillow']","[['Life stages'], ['Life stages'], ['Life stages', 'Life stages'], ['Phones, email and the internet'], ['War and conflict', 'Opinion and argument', 'Family and relationships', 'Success', 'Danger', 'Success'], ['The environment', 'Social issues', 'Difficulty and failure'], ['Health problems', 'Crime and punishment', 'Social issues'], ['Healthcare'], ['Phones, email and the internet'], ['War and conflict', 'Opinion and argument', 'Family and relationships', 'Success', 'Danger', 'Success']]"
27,lock,"[['people'], 'Person', ['Houses and homes'], ['War and conflict', 'Crime and punishment', 'Jobs', 'Danger', 'War and conflict', 'War and conflict', 'War and conflict', 'Transport by bus and train', 'Sports: other sports', 'Sports: ball and racket sports', 'Sports: ball and racket sports', 'Danger', 'Danger'], ['Law and justice'], ['Life stages', 'Family and relationships'], 'Gatekeeper', ['Law and justice', 'Transport by air', 'Feelings', 'Money'], ['Transport by car or lorry', 'Sports: other sports'], ['Jobs']]","[['Houses and homes', 'Health problems', 'Business', 'Success', 'Success'], ['Gardens', 'Transport by air'], ['Doubt, guessing and certainty'], ['Transport by car or lorry', 'Opinion and argument', 'Opinion and argument'], ['Transport by car or lorry', 'Sports: other sports'], 'Briefcase', ['Body', 'Houses and homes'], ['Transport by car or lorry'], ['Transport by car or lorry', 'Opinion and argument', 'Opinion and argument'], ['Literature and writing', 'Houses and homes']]"
28,flash,"[['Film and theatre', 'TV, radio and news', 'TV, radio and news'], ['Clothes and Fashion', 'TV, radio and news', 'Jobs'], ['Weather'], ['Weather', 'The environment'], ['Religion and festivals'], 'Camera', ['Transport by car or lorry'], ['Transport by car or lorry', 'TV, radio and news'], ['Physics and chemistry', 'Houses and homes', 'Crime and punishment', 'Transport by car or lorry'], ['Sports: other sports']]","[['Physics and chemistry', 'Houses and homes', 'Crime and punishment', 'Transport by car or lorry'], ['Literature and writing'], ['Weather'], ['Religion and festivals'], ['Film and theatre', 'TV, radio and news', 'TV, radio and news'], ['Feelings', 'Appearance', 'Feelings'], ['Transport by car or lorry'], ['Phones, email and the internet', 'Phones, email and the internet', 'Literature and writing'], ['Success'], ['Sports: other sports']]"
29,engrave,"[['Art', 'Jobs', 'Music'], ['Art'], ['Jobs'], ['Jobs', 'Shopping'], ['Art', 'Jobs'], ['Clothes and Fashion', 'Jobs'], 'Metalworker', ['Computers'], ['Jobs', 'Engineering'], 'Woodworker']","[['Physics and chemistry'], ['Physics and chemistry', 'Geography', 'Sports: ball and racket sports'], ['Physics and chemistry', 'Buildings', 'Clothes and Fashion', 'Maths and measurement', 'Success'], 'Glas', ['Clothes and Fashion', 'Shopping'], ['Cooking and eating', 'Space'], ['Buildings', 'Body'], ['Computers', 'Literature and writing'], ['Literature and writing', 'Buildings'], ['Art', 'Buildings']]"
30,compose,"[['Music', 'Jobs'], 'Musician', ['Music', 'Literature and writing', 'Jobs'], ['Literature and writing', 'Jobs'], ['Literature and writing'], ['Art', 'Jobs', 'Music'], 'Author', ['Education', 'Education'], ['Music', 'Buildings'], ['Music', 'Family and relationships', 'TV, radio and news']]","[['Education', 'Music', 'Shopping', 'Hobbies', 'Music'], ['Music', 'Birds', 'Opinion and argument'], ['Literature and writing'], ['Phones, email and the internet', 'Literature and writing', 'Education'], ['Literature and writing'], ['Games and toys', 'Sports: ball and racket sports', 'Sports: ball and racket sports', 'Education', 'Success', 'Opinion and argument'], ['Physics and chemistry', 'Education', 'Art', 'Music', 'Art'], ['Literature and writing', 'Permission and obligation'], ['Education'], ['Art', 'Art']]"
31,kick,"[['people'], 'Person', ['Games and toys', 'Sports: ball and racket sports', 'Music', 'Music', 'Film and theatre'], ['Sports: other sports', 'Sports: other sports', 'Health and Fitness'], ['Sports: ball and racket sports'], ['Life stages', 'Life stages'], ['Animals'], 'Soccer', ['Art', 'Jobs', 'Music'], 'Hiker']","[['Sports: ball and racket sports', 'Games and toys', 'Body', 'Personal qualities'], ['Sports: ball and racket sports'], ['Language'], ['Opinion and argument', 'Games and toys'], ['Success', 'Working life', 'War and conflict'], ['Permission and obligation', 'Suggestions and advice', 'Doubt, guessing and certainty'], ['Houses and homes', 'Health problems', 'Business', 'Success', 'Success'], ['Geography', 'Music', 'Food', 'Difficulty and failure'], ['Sports: ball and racket sports', 'Games and toys', 'Body', 'Personal qualities'], ['Shopping', 'Clothes and Fashion', 'Feelings', 'Doubt, guessing and certainty']]"
32,match,"[['people'], 'Person', ['Sports: other sports', 'Business'], ['Games and toys', 'Sports: ball and racket sports', 'Farming'], ['Games and toys', 'Sports: ball and racket sports', 'Music', 'Music', 'Film and theatre'], ['Family and relationships'], 'Tenni', ['Sports: other sports', 'Animals'], ['Sports: other sports', 'Sports: other sports', 'Health and Fitness'], 'Ches']","[['Opinion and argument', 'Games and toys'], ['Games and toys', 'Sports: ball and racket sports', 'Farming'], ['Sports: other sports', 'Business'], ['Sports: ball and racket sports', 'Opinion and argument', 'Life stages'], ['Phones, email and the internet'], ['Colours and Shapes', 'People in society', 'Transport by water', 'People in society'], ['Clothes and Fashion', 'Houses and homes', 'Clothes and Fashion'], ['Clothes and Fashion', 'Feelings'], ['Music', 'TV, radio and news', 'Games and toys'], ['Family and relationships', 'Life stages', 'Jobs', 'Business']]"
33,gag,"[['people'], 'Person', ['Film and theatre', 'Music'], ['Jobs'], ['Film and theatre', 'Jobs'], ['Healthcare', 'Jobs'], 'Surgeon', ['Healthcare', 'Jobs', 'Education'], ['Healthcare'], ['TV, radio and news']]","[['Body', 'Geography', 'Feelings', 'Feelings', 'Personal qualities', 'Feelings', 'Personal qualities'], ['Body', 'Opinion and argument', 'Opinion and argument'], ['Language', 'Religion and festivals', 'Opinion and argument', 'Feelings', 'Opinion and argument', 'Opinion and argument'], 'Joke', ['Healthcare'], ['Body', 'Music', 'TV, radio and news'], 'Humor', ['Language', 'Opinion and argument', 'Appearance'], ['Opinion and argument'], ['TV, radio and news']]"
34,invade,"[['War and conflict'], ['War and conflict', 'Jobs'], 'Nation', ['Physics and chemistry', 'War and conflict', 'War and conflict', 'Law and justice', 'Weather', 'Permission and obligation'], ['Healthcare', 'Houses and homes', 'Computers', 'Maths and measurement'], ['Geography', 'Music'], ['Insects, worms, etc.'], ['Biology'], ['Suggestions and advice', 'Opinion and argument', 'Success'], ['People in society']]","[['Geography', 'Music'], 'Territory', 'Land', 'Nation', ['Politics', 'Gardens'], ['Houses and homes', 'Buildings', 'Family and relationships', 'Sports: ball and racket sports', 'Sports: ball and racket sports', 'Working life'], 'Privacy', ['Body', 'Body', 'Crime and punishment', 'Transport by car or lorry', 'Appearance', 'Clothes and Fashion'], ['Space', 'Space'], ['Opinion and argument', 'Feelings', 'Preferences and decisions', 'Opinion and argument', 'Opinion and argument', 'Doubt, guessing and certainty', 'Opinion and argument', 'Success', 'Opinion and argument']]"
35,ping,"[['Computers'], ['Computers', 'Sports: ball and racket sports', 'Cooking and eating'], ['Business', 'Computers', 'TV, radio and news'], ['Engineering'], ['Jobs', 'Engineering', 'Jobs', 'Engineering', 'Transport by water', 'Transport by air', 'Jobs', 'Engineering'], 'IT', ['Jobs', 'Computers'], ['Shopping'], ['Jobs', 'Engineering'], 'System']","['IP', 'Hostname', ['Business', 'Computers', 'TV, radio and news'], ['Phones, email and the internet'], ['Phones, email and the internet', 'Maths and measurement'], 'URL', ['Engineering'], 'Datum', ['Computers', 'Sports: ball and racket sports', 'Cooking and eating'], ['Phones, email and the internet', 'Transport by bus and train', 'Transport by air']]"
