157,2,dull,Middle age dulled her appetite for travel .,1,1
158,2,dump,The truck dumped the garbage in the street .,0,0
159,4,emerge,"Suddenly , the proprietor emerged from his office .",0,0
160,3,emerge,Some nice results emerged from the study .,1,0
161,2,engrave,The event engraved itself into her memory .,1,0
162,0,engrave,engrave the pen with the owner 's name .,0,0
163,1,erase,Please erase the formula on the blackboard -- it is wrong !,0,0
164,1,erase,Who erased the files form my hard disk ?,0,0
165,1,erupt,Unrest erupted in the country .,1,0
166,2,erupt,The tooth erupted and had to be extracted .,1,0
167,2,erupt,A rash erupted on her arms after she had touched the exotic plant .,1,0
168,1,explode,We exploded the nuclear bomb .,0,0
169,3,explode,The champagne bottle exploded .,0,0
170,2,explode,The boss exploded when he heard of the resignation of the secretary .,1,0
171,2,explode,The enemy exploded the bridge .,0,0
172,1,fasten,He fastened the lock onto the door .,0,0
173,2,fasten,This dress fastens in the back .,0,0
174,1,fasten,They fastened various nicknames to each other .,1,0
175,1,ferment,We ferment the grapes for a very long time to achieve high alcohol content .,0,0
176,0,fill,fill the child with pride .,1,0
177,3,fill,The pool slowly filled with water .,0,0
178,2,fill,The liquid fills the container .,0,0
179,2,flap,The bird flapped its wings .,0,0
180,4,flare,Every star seemed to flare with new intensity .,1,0
181,3,flash,The lights were flashing .,0,0
182,4,flash,The latest intelligence is flashed to all command posts .,1,0
183,1,flash,he flashed a $ 100 bill .,1,0
184,3,flash,A shooting star flashed and was gone .,0,0
185,1,float,He floated the logs down the river .,0,0
186,3,float,The Republicans are floating the idea of a tax reform .,1,0
187,2,float,The dancer floated across the stage .,1,0
188,2,float,The government floated the ruble for a few months .,1,0
189,3,flood,The swollen river flooded the village .,0,0
190,0,flood,flood the market with tennis shoes .,1,0
191,2,flood,Our basement flooded during the heavy rains .,0,0
192,2,flow,The crowd flowed out of the stadium .,1,0
193,1,flow,Water flowed into the cave .,0,0
194,2,flow,The champagne flowed at the wedding .,1,0
195,2,flush,The garbage flushed down the river .,0,0
196,2,flush,the sky flushed with rosy splendor .,1,1
197,0,flush,flush the wound with antibiotics .,1,0
198,0,form,form the young child 's character .,1,0
199,2,form,the water formed little beads .,0,0
200,3,fracture,This writer really fractures the language .,1,0
201,3,fracture,These events could fracture the balance of power .,1,0
202,2,fracture,The pothole fractured a bolt on the axle .,0,0
203,0,fuel,"fuel aircraft , ships , and cars .",0,0
204,2,fuel,The tanker fueled in Bahrain .,0,0
205,0,fuel,fuel the debate on creationism .,1,0
206,3,gag,The press was gagged .,1,0
207,3,gallop,The horse was galloping along .,0,0
208,2,glare,The girl glared at the man who tried to make a pass at her .,0,0
209,2,glare,The moon glared back at itself from the lake 's surface .,1,1
210,2,glare,The sun glared down on us .,1,0
211,3,glow,The fireflies were glowing and flying about in the garden .,0,0
212,2,glow,Her face glowed when she came out of the sauna .,1,0
213,3,glow,The coals were glowing in the dark .,0,0
214,5,glow,Make the people 's hearts glow .,1,1
215,2,grab,The passenger grabbed for the oxygen mask .,0,0
216,1,grab,She grabbed the child 's hand and ran out of the room .,0,0
217,3,grab,This story will grab you .,1,0
218,2,gravitate,The conversation gravitated towards politics .,1,1
219,1,gravitate,Boys gravitate towards girls at that age .,1,0
220,2,gravitate,The stars gravitate towards each other .,0,0
221,0,grind,grind the spices in a mortar .,0,0
222,2,grope,His mind groped to make the connection .,1,0
223,12,grope,He made some sexual advances at the woman in his office and groped her repeatedly .,0,0
224,4,guard,There will be men guarding the horses .,0,0
225,1,guard,Please guard my possessions while I 'm away .,0,0
226,3,guard,This vaccine will guard you against infection .,1,0
227,5,gutter,The cooling lava continued to gutter toward lower ground .,0,0
228,1,gutter,Tears guttered down her face .,1,1
229,3,gutter,The heavy rain guttered the soil .,0,0
230,4,gutter,The roofer began to gutter the buildings .,0,0
231,4,harmonize,The colors do n't harmonize .,1,0
232,0,harmonize,harmonize one 's goals with one 's abilities .,1,0
233,1,heap,He heaped him with work .,1,0
234,0,heap,heap firewood around the fireplace .,0,0
235,0,heap,heap the platter with potatoes .,0,0
236,2,hunt,Goering often hunted wild boars in Poland .,0,0
237,1,hunt,They hunted the unwanted immigrants out of the neighborhood .,1,0
238,2,hunt,The oscillator hunts about the correct frequency .,1,0
239,3,hurt,This exercise will hurt your back .,0,0
240,3,hurt,Our business was hurt by the new competition .,1,0
241,3,ignite,Great heat can ignite almost any dry matter .,0,0
242,2,ignite,Marsh gases ignited suddenly .,0,0
243,8,ignite,The ostentatious way of living of the rich ignites the hatred of the poor .,1,0
244,4,immigrate,only few plants can immigrate to the island .,1,0
245,2,immigrate,Many people immigrated at the beginning of the 20th century .,0,0
246,1,incline,She inclined her head to the student .,0,0
247,2,incline,Their language inclines us to believe them .,1,0
248,3,infect,Your children have infected you with this head cold .,0,0
249,2,infect,society was infected by racism .,1,1
250,2,infect,His laughter infects everyone who is in the same room .,1,1
251,3,inflate,The charges were inflated .,1,0
252,2,inflate,The war inflated the eco0my .,1,1
253,0,inflate,inflate the currency .,1,0
254,1,inherit,I inherited a castle from my French grandparents .,0,0
255,3,inherit,The new chairman inherited many problems from the previous chair .,1,0
256,1,inherit,I inherited my good e1ight from my mother .,0,0
257,1,inject,We injected the glucose into the patient 's vein .,0,0
258,1,inject,He injected new life into the performance .,1,1
259,0,inject,inject hydrogen into the balloon .,0,0
260,1,interrupt,We interrupt the program for the following messages .,0,0
261,1,interrupt,She interrupted her pregnancy .,1,0
262,1,invade,"Hitler invaded Poland on September 1 , 1939 .",0,0
263,3,invade,This new colleague invades my territory .,1,1
264,3,invade,The cancer had invaded her lungs .,1,0
265,2,jam,The driver jammed the brake pedal to the floor .,0,0
266,2,jam,the mechanism jammed .,0,0
267,0,juggle,juggle an account so as to hide a deficit .,1,0
268,3,juggle,She had to juggle her job and her children .,1,0
269,2,juggle,the player juggled the ball .,0,0
270,0,key,key one 's actions to the voters ' prevailing attitude .,1,0
271,2,kick,The boy kicked the dog .,0,0
272,2,kick,The gun kicked back into my shoulder .,0,0
273,1,kite,He kited many checks .,1,0
274,2,kite,The businessman kited millions of dollars .,1,0
275,2,kite,The pilot kited for a long time over the mountains .,0,0
276,2,land,The bird landed on the highest branch .,0,0
277,4,land,the pilot managed to land the airplane safely .,0,0
278,2,land,this may land you in jail .,1,0
279,3,land,The drug smugglers landed the heroin on the beach of the island .,0,0
280,1,land,He landed several blows on his opponent 's head .,1,0
281,2,land,The ship landed in Pearl Harbor .,0,0
282,0,lay,lay the books on the table .,0,0
283,0,lay,lay the foundation for a new health care plan .,1,0
284,0,lay,lay a responsibility on someone .,1,0
285,3,leak,The news were leaked to the paper .,1,0
286,1,leak,Water leaked out of the can into the backpack .,0,0
287,2,leak,The container leaked gasoline .,0,0
288,1,lean,He leaned his rifle against the wall .,0,0
289,2,lend,I will lend you my car .,0,0
290,3,lend,This story would lend itself well to serialization on television .,1,0
291,0,level,level criticism or charges at somebody .,1,0
292,3,level,The building was levelled .,0,0
293,2,level,The ground levelled off .,0,0
294,4,lie,The fate of Bosnia lies in the hands of the West .,1,0
295,2,lighten,the conversation lightened me up a bit .,1,1
296,1,lighten,she lightened the load on the tired donkey .,0,0
297,2,lighten,The room lightened up .,0,0
298,1,line,trees line the riverbank .,1,0
299,2,line,sorrow had lined his face .,1,0
300,0,line,lined books are more enduring .,0,0
301,0,load,load the truck with hay .,0,0
302,1,load,He loaded his gun carefully .,0,0
303,0,load,load the bags onto the trucks .,0,0
304,0,lock,Lock the bike to the fence !,0,0
305,10,lock,The therapist 0ticed that the patient 's knees tended to lock in this exercise .,0,0
306,1,lock,He locked his hands around her neck .,1,0
307,2,lock,He was locked in a laughing fit .,1,0
308,1,lock,She locked her jewels in the safe .,0,0
309,2,loop,The bicycle looped around the tree .,1,0
310,3,loop,The stunt pilot looped his plane .,0,0
311,0,map,map the surface of Venus .,0,0
312,6,map,We have n't even begun to map the many galaxies that we k0w exist .,0,0
313,2,map,sorrow was mapped on the mother 's face .,1,0
314,2,march,The Japanese marched their prisoners through Manchuria .,0,0
315,2,match,The company matched the employees ' contributions .,1,0
316,4,match,This job does n't match my dreams .,1,0
317,2,match,Let them match their best athletes against ours .,1,0
318,3,match,The two pieces match .,0,0
319,3,mellow,Age and experience mellowed him over the years .,1,1
320,4,mellow,These apples need to mellow a bit more .,0,0
321,2,melt,The wax melted in the sun .,0,0
322,2,melt,The sun melted the ice .,0,0
323,4,melt,Hundreds of actors were melting into the scene .,1,0
324,2,melt,her resistance melted under his charm .,1,1
325,2,mold,The furniture molded in the old house .,0,0
326,1,mold,She molded the rice balls carefully .,0,0
327,2,mold,The dress molds her beautiful figure .,1,0
328,1,mount,They mounted the aerator on a floating .,0,0
329,0,mount,mount slides for macroscopic analysis .,0,0
330,0,mount,mount a campaign against por0graphy .,1,0
331,0,mount,mount a theater production .,1,0
332,1,nag,She nags her husband all day long .,0,0
333,0,nag,nagging concerns and doubts .,1,0
334,0,negociate,negociate securities .,0,0
335,2,negociate,The hiker negociated the high mountain pass .,1,0
336,2,negociate,The parties negociated all night .,0,0
337,2,neutralize,The treaty neutralized the small republic .,1,0
338,2,neutralize,Her optimism neutralizes his gloom .,1,0
339,1,neutralize,She neutralized the solution .,0,0
340,1,0d,He 0dded his approval .,0,0
341,2,0d,The teacher 0dded when the student gave the right answer .,0,0
342,4,0d,The old man was 0dding in his chair .,0,0
343,3,0d,the flowers were 0dding in the breeze .,1,0
344,1,paint,We painted the rooms yellow .,0,0
345,1,paint,He painted his mistress many times .,0,0
346,3,palpitate,Her violent feelings palpitated the young woman 's heart .,0,1
347,0,paste,paste the sign on the wall .,0,0
348,0,paste,paste the sign on the wall .,0,0
349,1,paste,He pasted his opponent .,1,0
350,3,peep,The new moon peeped through the tree tops .,1,0
351,2,pierce,The cold pierced her bones .,1,0
352,2,pierce,The scream pierced the night .,1,0
353,2,pierce,The needle pierced her flesh .,0,0
354,0,pin,pin the needle to the shirt .,0,0
355,2,ping,The bugs pinged the lamp shade .,0,0
356,2,ping,the bullet pinged when they struck the car .,0,0
357,2,ping,I 'll ping my accountant -- April 15 is nearing .,1,0
358,0,ping,ping your machine in the office .,0,0
359,3,plunge,the stock market plunged .,1,1
360,2,plunge,The professor plunged his students into the study of the Italian text .,1,1
361,0,poison,poison someone 's mind .,1,1
362,1,poison,She poisoned her husband .,0,0
363,2,poison,Her husband poisoned her drink in order to kill her .,0,0
364,3,poison,This mushrooms can poison .,0,0
365,2,portray,The book portrays the actor as a selfish person .,1,0
366,3,portray,The father is portrayed as a good - looking man in this painting .,0,0
367,1,pose,This poses an interesting question .,1,0
368,7,pose,We do n't k0w the woman who posed for Leonardo so often .,0,0
369,2,pound,the salesman pounded the door k0cker .,0,0
370,2,pound,The locks pound the water of the canal .,1,0
371,4,pound,The prisoners are safely pounded .,1,0
372,1,pour,They poured water over the floor .,0,0
373,1,pour,They poured water over the floor .,0,0
374,2,pour,People were pouring out of the theater .,1,0
375,1,pour,We poured money into the education of our children .,1,0
376,2,precipitate,The crisis precipitated by Russia 's revolution .,1,0
377,2,precipitate,Our eco0my precipitated into complete ruin .,1,0
378,4,precipitate,The bridge broke and precipitated the train into the river below .,1,0
379,0,preserve,preserve the peace in the family .,1,0
380,0,preserve,preserve the forest and the lakes .,0,0
381,2,prick,The nurse pricked my finger to get a small blood sample .,0,0
382,2,prick,The needle pricked his skin .,0,0
383,5,prick,The thought of her unhappiness pricked his conscience .,1,1
384,3,puff,The sudden fame puffed her ego .,1,1
385,2,puff,The critics puffed up this Broadway production .,1,0
386,2,puff,Her faced puffed up from the drugs .,0,0
387,1,pump,He pumped bullets into the dummy .,1,0
388,2,pump,The athlete pumps weights in the gym .,0,0
389,1,pump,She pumped the witnesses for information .,1,0
390,1,push,He pushed the table into a corner .,0,0
391,2,push,""" 0w push hard "" , said the doctor to the woman .",0,0
392,4,push,The salesman is aggressively pushing the new computer model .,1,0
393,2,push,She is pushing fifty .,1,0
394,3,push,The liberal party pushed for reforms .,1,0
395,7,push,The guy hanging around the school is pushing drugs .,1,0
396,2,push,The crowd pushed forward .,0,0
397,2,radiate,The sun radiates heat .,0,0
398,2,radiate,The sun radiates heat .,0,0
399,1,radiate,She radiates happiness .,1,1
400,2,raid,The police raided the crack house .,0,0
401,2,raid,The pirates raided the coastal villages regularly .,0,0
402,3,raid,T. Boone Pickens raided many large companies .,0,0
403,2,raid,Our babysitter raided our refrigerator .,1,0
404,3,recapture,She could 0t recapture that feeling of happiness .,1,0
405,2,recapture,The author recaptures an old idea here .,1,0
406,5,recapture,The military forces managed to recapture the fort .,0,0
407,3,recapture,They tried to recapture the escaped prisoner .,0,0
408,7,recast,The bell cracked and had to be recast .,0,0
409,3,recast,She had to recast her image to please the electorate in her home state .,1,0
410,1,redound,Fame redounds to the heroes .,1,0
411,3,redound,Her efforts will redound to the general good .,1,0
412,2,reflect,This action reflects his true beliefs .,1,0
413,2,reflect,Sound is reflected well in this auditorium .,0,0
414,6,reflect,Drive carefully -- the wet road reflects .,0,0
415,2,reflect,her sunglasses reflected his image .,0,0
416,7,reflect,His lack of interest in the project reflects badly on him .,1,0
417,6,reflect,The mess in his dorm room reflects on the student .,1,0
418,0,reform,reform a political system .,0,0
419,0,relax,relax the tension on the rope .,0,0
420,4,relax,A hot bath always relaxes me .,0,0
421,3,relax,our new colleague relaxed when he saw that we were a friendly group .,0,0
422,2,relax,The government relaxed the curfew after most of the rebels were caught .,1,0
423,2,relax,The rules relaxed after the new director arrived .,1,0
424,4,repair,One can never fully repair the suffering and losses of the Jews in the Third Reich .,1,0
425,2,revive,The doctors revived the comatose man .,0,0
426,4,revive,A hot soup will revive me .,1,0
427,3,revive,Interest in ESP revived .,1,0
428,1,revive,He revived this style of opera .,1,0
429,2,rip,The curtain ripped from top to bottom .,0,0
430,2,rip,The tornado ripped along the coast .,1,0
431,2,rip,The candidate ripped into his opponent mercilessly .,1,1
432,2,root,this plant roots quickly .,0,0
433,2,root,The problem roots in her depression .,1,1
434,3,root,the pig was rooting for truffles .,0,1
435,1,rotate,We rotate the lead sopra0 every night .,1,0
436,3,rotate,Interns have to rotate for a few months .,1,0
437,1,rotate,We rotate the crops so as to maximize the use of the soil .,1,0
438,3,ruffle,She wanted to ruffle his composure .,1,0
439,5,ruffle,This play is going to ruffle some people .,1,0
440,2,ruffle,The bird ruffled its feathers .,0,0
441,2,ruffle,The wind ruffled the surface of the water .,0,0
442,2,ruffle,The seamstress ruffled the curtain fabric .,0,0
443,2,ruin,You have ruined my car by pouring sugar in the tank !,0,0
444,3,ruin,This behavior will ruin your chances of winning the election .,1,0
445,3,salt,the rebels had salted the fields with mines and traps .,1,0
446,1,salt,She salts her lectures with jokes .,1,0
447,3,salt,people used to salt meats on ships .,0,0
448,1,salute,I salute your courage !,1,0
449,3,salute,a terrible stench saluted our 0strils .,1,0
450,10,salute,"When the officers show up , the soldiers have to salute .",0,0
451,2,scan,the surgeon scanned the X - ray .,0,0
452,1,scan,She scanned the newspaper headlines while waiting for the taxi .,1,0
453,2,scan,The beams scanned the night sky .,1,0
454,2,scorch,The heat scorched the countryside .,1,0
455,2,scorch,The wildfire scorched the forest and several homes .,0,0
456,2,scrape,The cat scraped at the armchair .,0,0
457,1,scrape,They scraped a letter into the stone .,0,0
458,2,scrape,She had scraped together e0ugh money for college .,1,0
459,4,seize,The sales clerk quickly seized the money on the counter .,0,0
460,2,seize,the invaders seized the land and property of the inhabitants .,0,1
461,1,seize,Fear seized the prisoners .,1,0
462,2,sell,These books sell like hot cakes .,0,1
463,4,sell,The French try to sell us their image as great lovers .,1,0
464,2,sell,The brothers sell shoes .,0,0
465,3,shake,The bad news shook her hopes .,1,0
466,0,shake,Shake the salt out of the salt shaker .,0,0
467,3,sharpen,We had to sharpen our arguments .,1,0
468,2,sharpen,The debate sharpened .,1,1
469,3,sharpen,This drug will sharpen your vision .,1,0
470,1,shed,He shed his image as a pushy boss .,1,1
471,1,shed,She shed a lot of tears when this happened .,0,0
472,2,shed,Our dog sheds every Spring .,0,0
473,2,shipwreck,You have shipwrecked my career .,1,1
474,3,shipwreck,The vessel was shipwrecked .,0,0
475,2,shower,He was showered with praise .,1,1
476,1,shower,Meteors showered down over half of Australia .,0,0
477,1,shower,He showered her with presents .,1,0
478,2,sift,The soldiers sifted through the woods .,1,0
479,1,sift,He sifted the information .,1,0
480,1,sift,They sifted through the job candidates .,1,0
481,3,sing,The nightingale was singing .,0,0
482,3,sing,the kettle was singing .,1,0
483,6,sit,When does the court of law sit ?,1,0
484,3,sit,The White House sits on Pennsylvania Avenue .,1,0
485,1,smash,She smashed her car against the guard rail .,0,0
486,2,smash,The motorcycle smashed into the guard rail .,0,0
487,2,smash,The police smashed the drug ring after they were tipped off .,1,1
488,0,smother,smother the meat in gravy .,0,0
489,3,smother,the butter cream smothered the cake .,1,1
490,1,s0rt,she s0rted her disapproval of the proposed bridegroom .,1,0
491,2,s0rt,The critic s0rted contemptuously .,1,0
492,3,s0rt,The addict was s0rting cocaine almost every day .,0,0
493,1,sow,She sowed sunflower seeds .,0,0
494,0,sow,sow suspicion or beliefs .,1,1
495,0,sow,sow the ground with sunflower seeds .,0,0
496,3,spell,How do you spell this word ?,0,0
497,4,spell,I 'm afraid this spells trouble !,1,0
498,1,spell,She spelled her husband at the wheel .,1,0
499,2,spell,the workers spell every four hours .,1,0
500,1,splash,She splashed the water around her .,0,0
501,1,splash,She splashed the water around her .,0,0
502,3,splash,The mountain was splashed with s0w .,1,1
503,2,spot,The wine spotted the tablecloth .,0,0
504,2,spot,This dress spots quickly .,0,0
505,0,spot,spot the areas that one should clearly identify .,0,0
506,1,spray,Water sprayed all over the floor .,0,0
507,0,spray,spray water on someone .,0,0
508,0,spray,spray the wall with paint .,0,0
509,2,spread,The invaders spread their language all over the country .,1,0
510,0,spread,spread cheese on a piece of bread .,0,0
511,2,spread,the infection spread .,0,0
512,4,spread,A big oil spot spread across the water .,0,0
513,0,square,square the wood with a file .,0,0
514,1,square,He squared his shoulders .,1,1
515,2,square,one idea squares with the other one .,1,0
516,3,stagger,The drunken man staggered into the room .,0,0
517,4,stagger,The architect decided to stagger the chairs in the lecture hall .,0,0
518,2,stagger,She was staggered with bills after she tried to rebuild her house following the earthquake .,1,0
519,2,stagnate,Industry will stagnate if we do 0t stimulate our eco0my .,1,0
520,4,stagnate,There are marshes that stagnate the waters .,0,0
521,1,stagnate,blood stagnates in the capillaries .,0,0
522,6,stamp,a man whose name is permanently stamped on our maps .,1,0
523,4,stamp,Are the letters properly stamped ?,0,0
524,2,stampede,Thunderbolts can stampede animals .,0,0
525,3,stampede,Companies will 0w stampede to release their latest software .,1,1
526,2,steam,The ship steamed off into the Pacific .,0,0
527,7,steam,her indifference to his amorous advances really steamed the young man .,1,0
528,1,steam,just steam the vegetables .,0,0
529,2,steamroller,The Senator steamrollered the bill to defeat .,1,1
530,5,steamroller,The new teacher tends to steamroller .,1,1
531,0,steamroller,steamroller the road .,0,1
532,0,steamroller,steamroller the opposition .,1,1
533,2,stream,their manes streamed like stiff black pennants in the wind .,1,1
534,2,stream,She was streaming with sweat .,1,0
535,1,stream,Tears streamed down her face .,0,0
536,4,stuff,My 0se is all stuffed .,0,0
537,1,stuff,She stuffed herself at the dinner .,1,0
538,0,stuff,stuff a pillow with feathers .,0,0
539,2,stuff,Have you stuffed the turkey yet ?,0,0
540,0,suck,suck the poison from the place where the snake bit .,0,0
541,6,suck,The current boom in the eco0my sucked many workers in from abroad .,1,0
542,2,swallow,The Nazis swallowed the Baltic countries .,1,0
